Term,Expected,Observed,Enrichment Fold Change,P value,Q value,logQ
cellular developmental process GO:0048869,109.0100125642786,157,1.4402346748416686,1.1241777202727165e-06,1.6862665804090746e-05,4.773073767048865
transporter activity GO:0005215,120.8799917101667,170,1.4063535047852094,1.9534517422060807e-06,2.783668732643665e-05,4.555382448711242
phosphorus metabolic process GO:0006793,141.34964962501456,194,1.3724830624954583,2.164665408001713e-06,2.937760196573753e-05,4.531983657679605
meiotic cell cycle GO:0051321,27.010258668704584,51,1.8881714768282138,2.341692380826646e-06,3.0335560387981553e-05,4.518047977935685
striated muscle dense body GO:0055120,12.112223618253177,28,2.3117142551598757,4.85333998761173e-06,6.013921288997144e-05,4.220842260302329
extracellular structure organization GO:0043062,4.844889447301271,15,3.0960458774462625,7.461546100428422e-06,8.860585994258751e-05,4.0525375551267935
peptidase inhibitor activity GO:0030414,10.053145603150137,24,2.3873124838139854,1.0288923784117605e-05,0.00011729373113894071,3.9307251984941773
transmembrane transport GO:0055085,121.97009183580948,167,1.3691881139583604,1.1411899449006808e-05,0.0001250919747294977,3.902770551557525
endopeptidase regulator activity GO:0061135,9.689778894602542,23,2.373635172708801,1.6529013854673014e-05,0.0001744729240215485,3.758271960454979
external encapsulating structure organization GO:0045229,4.602644974936207,14,3.0417292831051,1.733841297596469e-05,0.0001764802749339263,3.7533038283275357
monoatomic anion transport GO:0006820,14.292423869538748,30,2.099014154200856,2.1105220019927907e-05,0.00020741336916136046,3.6831632538974115
reproduction GO:0000003,100.41033379531883,137,1.364401399952193,7.185687928860536e-05,0.0006826403532417509,3.165808042643636
serine-type endopeptidase inhibitor activity GO:0004867,8.23631206041216,19,2.306857712607019,0.00011038731727783645,0.0010148511427155932,2.99359765493128
taxis GO:0042330,26.404647487791927,45,1.7042454371263829,0.0001186198994178612,0.0010564584791903264,2.9761475668680535
sodium ion transport GO:0006814,12.233345854435708,25,2.043594638578391,0.00013492511733542213,0.0011652623769877366,2.9335762754548664
structural constituent of cuticle GO:0042302,20.71190238721293,37,1.7864124361093445,0.0001465807039637636,0.0012286911949903716,2.9105572539429776
structural constituent of cytoskeleton GO:0005200,4.360400502571143,12,2.7520407799522335,0.00018284835927621313,0.0014889080683920212,2.827132116635074
passive transmembrane transporter activity GO:0022803,49.296750126290426,73,1.4808278398268775,0.00024187442112955456,0.0019148391672756404,2.717867697777872
adenyl ribonucleotide binding GO:0032559,117.36744686087329,153,1.3035982641878998,0.000276768338200018,0.002131864226675814,2.671240457939618
pole plasm GO:0045495,10.90100125642786,22,2.0181632386316375,0.0003580982759055492,0.002590495518389979,2.5866171547145114
cell surface GO:0009986,15.01915728663394,28,1.8642856896450613,0.00034539940245199716,0.002590495518389979,2.5866171547145114
collagen trimer GO:0005581,20.833024623395463,36,1.7280256060165187,0.00035017931407344157,0.002590495518389979,2.5866171547145114
homologous recombination GO:0035825,5.329378392031398,13,2.4393088731394794,0.0004747859746826227,0.0033003415313304263,2.4814411154259544
calcium ion transport GO:0006816,7.872945351864565,17,2.1592935350394447,0.0005387088320499085,0.0036555242174815218,2.4370503345926537
locomotion involved in locomotory behavior GO:0031987,4.844889447301271,12,2.47683670195701,0.0005967962356718713,0.003955509934104263,2.402797520436374
symporter activity GO:0015293,6.782845226221779,15,2.2114613410330444,0.0007405385395941062,0.004796670086007279,2.3190601511930162
cuticle development GO:0042335,6.903967462404311,15,2.1726637736464998,0.0009150179659195172,0.005795113784156942,2.2369380324620147
pharyngeal pumping GO:0043050,8.23631206041216,17,2.0640305849641747,0.0009646916581635181,0.00597689396905658,2.2235244485434458
synaptic signaling GO:0099536,33.30861495019624,50,1.501113152701218,0.0013033078992943045,0.00790303726167823,2.1022059704202474
chloride channel complex GO:0034707,4.239278266388612,10,2.358892097101914,0.002102792749670605,0.01244729676203265,1.9049249561027797
motor neuron axon guidance GO:0008045,4.239278266388612,10,2.358892097101914,0.002102792749670605,0.01244729676203265,1.9049249561027797
cell body GO:0044297,29.190458919990157,44,1.507341837982136,0.0020963868230791834,0.01244729676203265,1.9049249561027797
adherens junction GO:0005912,5.571622864396462,12,2.1537710451800085,0.002513571384582423,0.014046428325607657,1.8524340925328862
transporter complex GO:1990351,17.80496871883217,29,1.6287588289513215,0.0028169353936426137,0.015438972830541249,1.8113815970616243
ribonucleoprotein granule GO:0035770,17.19935753791951,28,1.6279677853238563,0.003239372869233709,0.01741926920248315,1.758970069074996
purine nucleotide binding GO:0017076,148.98035050451406,179,1.2015007307596337,0.004301466169270331,0.022702182560037858,1.6439323882599306
ribonucleotide binding GO:0032553,144.61995000194293,174,1.203153506813288,0.004528653170934452,0.023466657340296706,1.6295487681794742
mRNA binding GO:0003729,21.07526909576053,32,1.5183673268701976,0.005941512321655304,0.030238053779852888,1.5194461648861368
anatomical structure maturation GO:0071695,5.571622864396462,11,1.974290124748341,0.007316304023110594,0.03658152011555297,1.436738251727843
gated channel activity GO:0022836,32.097392588370916,45,1.4019830388435905,0.00773719682996343,0.03801898442309616,1.41999948834738
protein serine/threonine phosphatase activity GO:0004722,8.478556532777224,15,1.7691690728264355,0.008541074162704469,0.041257731124928365,1.3844946587433098
inorganic ion import across plasma membrane GO:0099587,4.360400502571143,9,2.064030584964175,0.008711040181300103,0.041377440861175493,1.3832363733667343
dendritic tree GO:0097447,18.047213191197233,27,1.4960758602424893,0.011970062635404006,0.055925702476887565,1.2523885520696005
exocytic vesicle GO:0070382,6.661722990039247,12,1.8013357832414618,0.01271120950358619,0.058430559814871996,1.2333599527562202
calcium ion homeostasis GO:0055074,4.602644974936207,9,1.95539739628185,0.012940213128706803,0.05853905939176887,1.2325542601093724
nucleoside phosphate binding GO:1901265,162.0615520122275,188,1.1600530641951117,0.014023486093129261,0.06244833650846624,1.204479125821726
oocyte differentiation GO:0009994,6.903967462404311,12,1.7381310189172,0.017059876522198224,0.07480099705886914,1.126092613174589
response to catecholamine GO:0071869,4.844889447301271,9,1.8576275264677573,0.018548236548819076,0.08009465782444601,1.096396449642795
cellular response to monoamine stimulus GO:0071868,4.844889447301271,9,1.8576275264677573,0.018548236548819076,0.08009465782444601,1.096396449642795
select?qt=standard&fl=idannotation_class_label&version=2.2&wt=json&indent=on&rows=100000&q=id:*&fq=document_category:ontology_class&fq=-is_obsolete:true GO:0090502,5.571622864396462,10,1.7948092043166737,0.019272684154516054,0.08077522035348642,1.0927218485604244
basal plasma membrane GO:0009925,6.298356281491652,11,1.7464874180466095,0.019594220253784322,0.08093264887432654,1.0918762451915665
amino acid transport GO:0006865,7.025089698586842,12,1.7081632427289726,0.01961625689693543,0.08093264887432654,1.0918762451915665
organic acid transport GO:0015849,14.050179397173684,21,1.4946428373878509,0.02158699940866233,0.08665203987984176,1.0622212090824203
vitamin B6 binding GO:0070279,4.966011683483803,9,1.8123195380173243,0.021940019419036443,0.0868459102003526,1.0612506287913295
