wbps_gene_id,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00001414,F43G9.6,fer-1,290.37858556278076,3.1313941595487367,0.8443937996833261,3.1163115604775773,0.001831286792785319,0.045629089432486544
WBGene00001454,K02G10.4,flp-11,145.52077827496205,2.4819921719105436,0.43504567563356694,4.555825475162172,5.218024880069146e-6,5.681234814841211e-4
WBGene00001546,F22E5.3,gcy-21,24.314580508075636,8.086081812631614,1.6890463985803268,4.491340095220504,7.077642872432603e-6,7.335205214557218e-4
WBGene00001564,C05E4.9,icl-1,22436.138297985628,-2.039655142785884,0.3563056823598826,-4.321163593542615,1.552085440715067e-5,0.0013371216071760303
WBGene00001595,T23G11.3,gld-1,1043.7588068792807,2.0185444254078684,0.45209144989239297,3.3589319722133943,7.824432622848331e-4,0.02604348884863353
WBGene00001597,T07F8.3,gld-3,387.8240937883754,1.6143529663282112,0.27728702834400837,4.018770632666309,5.850258649280708e-5,0.003972412079885974
WBGene00001599,C55B7.1,glh-2,430.9945716318984,1.4456994407793893,0.3060008680444449,3.0905122812986003,0.0019981154124342473,0.047938839873042635
WBGene00001601,T12F5.3,glh-4,918.0153616022744,1.775001703240991,0.3547448172672284,3.5941376481915883,3.254677483487775e-4,0.013975848732833487
WBGene00001616,ZC196.7,glr-5,26.057853303661016,3.437122299870056,0.8089698377879865,3.6306944495003686,2.826596565761124e-4,0.012901260616705741
WBGene00001678,Y95B8A.5,gpa-16,293.87921858384624,1.7173845718405967,0.27316478672079214,4.45659408174346,8.327206467982509e-6,8.14058254997666e-4
WBGene00001692,W05E7.1,grd-3,139.2350975590115,2.951774749784578,0.712611768121743,3.4405476578738106,5.80538188112199e-4,0.021569106158864017
WBGene00001710,C24G6.7,grl-1,10.902482055684116,7.245697827383639,2.0654826147177396,3.2659184731532966,0.0010910965753926141,0.032624024284624284
WBGene00001764,F37B1.5,gst-16,125.8064348370787,1.8707119207206502,0.4372011208756267,3.135197636216914,0.0017173836712029132,0.04359561054118039
WBGene00001778,ZK546.11,gst-30,53.27131343205323,9.047036771311213,1.5210959884365778,5.618998956203994,1.9206701683947002e-8,3.893311411934198e-6
WBGene00001786,F35E8.8,gst-38,8672.16561173229,3.1454276718660767,0.42290909557705003,6.255310419030949,3.96726004713965e-10,1.1887980976037596e-7
WBGene00001853,Y73B6BL.9,hil-2,1402.7175175814107,-1.7455494286527293,0.39558255675543064,-3.148645983960288,0.0016402877248021847,0.04262468311407516
WBGene00001854,F22F1.1,hil-3,886.8412555573707,-2.8392646124240097,0.43106268100321354,-5.426738883959595,5.739299500470964e-8,1.0274091469414517e-5
WBGene00001898,M163.3,his-24,1935.8614487801967,-2.8064427131509095,0.47807766145445885,-4.824410130634432,1.4041821256056085e-6,1.8433568018426388e-4
WBGene00001944,E03A3.4,his-70,46.942895012978596,3.866608485253606,1.019058257155577,3.30364673620385,9.543600970749958e-4,0.029695032907633732
WBGene00001973,C32F10.5,hmg-3,899.2064544363425,1.8163479445795458,0.32384631541707526,4.064730342490534,4.808802691350153e-5,0.0033477038534126522
WBGene00002101,T28B8.2,ins-18,13.159456754873906,6.60453932176488,1.8737519295893081,3.2579229007667423,0.0011223089381156453,0.03319722404074261
WBGene00002116,W09C5.4,ins-33,18.515972326753875,4.860985931572451,1.3656743384243895,3.1932839395692407,0.0014066455838310946,0.038398904085304775
WBGene00002130,ZK792.2,inx-8,149.40259028299764,2.131328292665337,0.5011072711648302,3.255447259572374,0.001132139213560312,0.03334488658058833
WBGene00002199,M176.6,kin-15,38.702065102139656,5.440527540204685,1.1020873731640994,4.4828819025667634,7.364168848607424e-6,7.463801721265054e-4
WBGene00002216,T09A5.2,klp-3,104.66530430391728,2.8860817553743034,0.5384842371987382,4.431107896095523,9.375016200501141e-6,8.912084366048809e-4
WBGene00002227,W02B12.7,klp-17,21.65092437710346,8.484035626900178,2.579296143960158,3.095431924556666,0.001965264800601117,0.04744169879419579
WBGene00002267,C44F1.3,lec-4,371.64671009427263,2.468690512520552,0.5254878655137097,3.746405277305475,1.7938669526951172e-4,0.009583977548817634
WBGene00002497,F52H3.1,let-268,336.0719178293259,1.9952600530138758,0.43265638276584956,3.455999062015686,5.482572288727166e-4,0.02059176469422759
WBGene00003072,T21E3.3,lrp-2,674.8091212581173,2.040407654906613,0.4308722966000768,3.575090965610107,3.5010614604927525e-4,0.01475799118392419
WBGene00003175,C44B11.3,mec-12,360.2835955456131,2.2371667806581375,0.547567373267375,3.172516964062951,0.00151123730068,0.04050142801113779
WBGene00003214,C05D11.11,mel-32,9311.927664455066,-1.3211942235753025,0.2537155557305999,-3.236672742475682,0.001209320088917368,0.03494605472879875
WBGene00003230,W02A2.7,mex-5,408.25643933947015,1.8151306896270436,0.3975241283495422,3.308304064679696,9.386283902076755e-4,0.02927161477516425
WBGene00003424,F26G1.7,msp-3,25.579902081465455,8.7909087453106,2.6919629609758675,3.0798747477212878,0.0020708766402593856,0.04896220173127851
WBGene00003438,F58A6.8,msp-45,20.168258601266093,8.670417633911576,2.503483507059817,3.2636195169135407,0.0010999877837989626,0.03274780045763477
WBGene00003442,C34F11.6,msp-49,24.356297400054135,8.920682428135228,2.4905434171191483,3.3810622895607123,7.220617228038444e-4,0.02490865674862841
WBGene00003452,ZK354.11,msp-59,26.122367761802813,8.995401254159473,2.500474067952266,3.3975162402370693,6.800055162732822e-4,0.02422014479666905
WBGene00003457,ZK1248.6,msp-64,30.66438017320486,9.306917043636252,2.375195361600127,3.7078705970961434,0.00020900940772127223,0.010514546262883272
WBGene00003468,ZK354.4,msp-113,17.36044192996985,8.515842368393406,2.3054536006400004,3.4769046603966287,5.07238151618679e-4,0.01947568435072945
WBGene00003473,K11G9.6,mtl-1,153.19229814884608,-7.350339254695481,0.7706713025347037,-8.888795044223158,6.17751584499088e-19,7.095906533946191e-16
WBGene00003474,T08G5.10,mtl-2,2517.5282593362385,-3.8552894324114217,0.49546937996046997,-6.771941048464219,1.2706591866684714e-11,5.151401832070062e-9
WBGene00003528,C37H5.9,nas-9,64.01581732526795,4.664983217491688,1.1169506963137326,3.7288872563823667,1.9232717124829747e-4,0.010003915956552952
WBGene00003675,W05B5.3,nhr-85,78.12862971912018,2.2287683695727556,0.46766758298918415,3.696575158198932,2.1852758495071635e-4,0.010803243043210651
WBGene00003704,Y45G5AM.1,nhr-114,1452.7912508732902,-2.412200629027055,0.3084224003054819,-6.199940818608133,5.648439636222746e-10,1.6565551477807303e-7
WBGene00003727,C56E10.4,nhr-137,138.73812749654815,-2.168554879604145,0.3867399662689784,-4.314410263054276,1.6002951987557036e-5,0.0013570051764129956
WBGene00003734,F58E1.6,nhx-6,37.994472458229026,7.025024553283188,1.6067747924245317,4.060945307361524,4.887442098807223e-5,0.003368425094497938
WBGene00003747,E03D2.2,nlp-9,76.63374238035128,2.324580407503278,0.5906258922116581,3.089232002123972,0.002006746648668963,0.04793933415121835
WBGene00003752,D1009.4,nlp-14,150.4640190859985,2.9674518479860152,0.7030222603009791,3.509777694563534,4.484814804204257e-4,0.017815183648746825
WBGene00003756,F33A8.2,nlp-18,94.2552404574817,3.4637069524900963,0.7483013446503068,3.960579482688333,7.476810053098963e-5,0.00486133725339227
WBGene00003757,K09C8.6,nlp-19,8.526260854428887,6.387430964676784,1.6761356313198834,3.5125027203441106,4.439074600827294e-4,0.01773571139066766
WBGene00003778,C15H9.1,nnt-1,767.7477388892192,-1.9121127408966385,0.3215197166942664,-4.391994231070497,1.1231568015434662e-5,0.0010321062234983425
WBGene00003812,F55B12.5,nrf-5,218.06131301553003,2.722649189832932,0.5637516071326624,3.942603731344924,8.060177035880745e-5,0.005119883883068211
WBGene00003816,F25G6.6,asns-1,405.8246456731543,2.742654495362793,0.6812330410565475,3.292051853334336,9.94592717913501e-4,0.030601486660088613
WBGene00003844,K11C4.4,odc-1,2156.2278967562256,-1.7154112498459726,0.3901786669766695,-3.11501205143706,0.0018393739463778913,0.04568275761598712
WBGene00003936,T17H7.4,pat-12,770.9001792184678,1.798694457068305,0.41376848077675316,3.138698372167718,0.0016970002829441856,0.04315766033229272
WBGene00003994,C18G1.4,pgl-3,756.1399149921824,1.8740274931092522,0.40913802784596354,3.3583470603875525,7.841009773783312e-4,0.02604348884863353
WBGene00004007,F22E10.2,pgp-13,77.75780073455024,-2.492743010103096,0.5288151857462967,-3.7683165382076043,1.6435221085828473e-4,0.008989805057423002
WBGene00004008,F22E10.3,pgp-14,89.6309240773403,8.344425886850757,1.6133502097685364,4.862196589032073,1.1609024078853363e-6,1.5688116461070074e-4
WBGene00004043,Y71F9B.7,plk-2,456.5326777694176,1.6503326107116847,0.37452585648094977,3.0714371005522185,0.002130310425360241,0.04993911378089381
WBGene00004044,F55G1.8,plk-3,470.6572088379679,2.127689393864985,0.41197861743082487,3.9509074621774256,7.785542560638285e-5,0.005018034209367136
WBGene00004062,T10H9.5,pmp-5,6108.984101494539,-2.8004857838940636,0.3716441219298617,-6.190023326477424,6.015531230897436e-10,1.7274600518060473e-7
WBGene00004098,AC3.4,pqn-2,69.03240478325733,6.627909232066684,1.6478078062258388,3.718825222768018,2.0015147575778799e-4,0.010218103488316109
WBGene00004103,C09G1.1,,10.755264025058057,6.656046067284381,1.6594860429627483,3.7096100285927927,2.0757873250217663e-4,0.010498269283612449
WBGene00004123,F39D8.1,pqn-36,208.9827203363621,3.711805091093184,0.9805914535315245,3.275375366087595,0.001055216637320279,0.03182736570858364
WBGene00004130,F54E2.3,ketn-1,3185.7238540556523,1.8225722984961217,0.39220095955538603,3.3721801700726077,7.45756457588449e-4,0.025469923183910798
WBGene00004139,R09B5.5,pqn-54,333.5829203038412,3.8990042013746375,0.9903162951531497,3.4322410102814587,5.986153271045536e-4,0.022121484366780606
WBGene00004144,R11G11.7,pqn-60,11.899770991085504,21.63192982693784,3.100448252693211,6.815766013376145,9.376280001601337e-12,3.916443743699176e-9
WBGene00004215,C09D8.1,ptp-3,575.8777905822667,1.7723766878328002,0.35909245615576857,3.5433122195161446,3.9513459726553884e-4,0.016338950264044826
WBGene00004349,C41G11.3,rgs-6,55.97502186727306,3.101263763700292,0.7850227212885105,3.313615890544752,9.209793168301512e-4,0.029049837307063626
WBGene00004364,Y22F5A.3,ric-4,167.7435370214138,2.185266691212334,0.5076527547886843,3.3197233252754503,9.01067016217063e-4,0.028612129647233534
WBGene00004394,Y57A10A.11,rol-1,436.23895410208405,6.330968899902741,1.3438732554043402,4.338927705015112,1.4317960986779648e-5,0.0012651203477036582
WBGene00004732,C18F3.2,sax-7,1137.5419951140432,1.753741297270162,0.35668643620924323,3.514967685888338,4.398075006079488e-4,0.01773571139066766
WBGene00004921,F31E8.2,snt-1,130.30646227049715,2.318556270422962,0.569500029933733,3.1932505264917523,0.0014068083693469901,0.038398904085304775
WBGene00004963,C17D12.6,spe-9,12.710366866970862,7.289126710584432,2.0558737097164643,3.3023072762191963,9.589295918742087e-4,0.029703113470548523
WBGene00005228,C05E4.14,srh-2,24.52410936671272,-4.920812981033212,0.994922116644579,-4.443375925688142,8.855823465775995e-6,8.536270674982958e-4
WBGene00005444,T05E12.7,srh-237,130.1641733316766,-3.4966935745948313,0.9282082599734285,-3.2284711350021995,0.0012445381802801247,0.03559398109151726
WBGene00006051,T28H11.5,ssq-2,69.25853243568069,8.616870015943848,2.5225849487168315,3.217679555280258,0.001292321103253051,0.036279743558533716
WBGene00006056,F32B6.5,sss-1,34.32391783059511,9.485520712201145,2.2994312463825533,3.9077144517093494,9.317333061987848e-5,0.00581131759848147
WBGene00006220,T01B11.5,str-176,48.83026196656216,7.971958132369009,1.4600412247305463,5.11763504057769,3.0939053528466874e-7,4.8461808390498566e-5
WBGene00006311,F57B1.2,sun-1,283.6968814972856,1.9372858541583908,0.4447946690998175,3.2313468528460394,0.0012320832886241865,0.035398994020307724
WBGene00006418,B0222.4,spl-2,507.70058587548914,4.0890458191073185,0.48604964486712937,7.384113653839723,1.5347230940867022e-13,1.0073630061376716e-10
WBGene00006431,C02F12.4,tag-52,341.2935789500169,-2.1033385945298533,0.3892472323738746,-4.119075130609627,3.803961148180582e-5,0.002774275156958791
WBGene00006468,F13E6.6,rhgf-1,76.51757537282396,3.2439003011181438,0.844451182067721,3.249329694109062,0.0011567732153944194,0.03385342250742394
WBGene00006510,C01G6.6,mtrr-1,2379.3102072016723,-2.485363719009613,0.20443006118086338,-9.711701437359167,2.688118810767809e-22,7.410605937524696e-19
WBGene00006562,K01C8.3,tdc-1,231.65244066663195,-1.2580780917423071,0.22364380575975346,-3.3896672843989384,6.997749877870976e-4,0.024440182793350352
WBGene00006820,C09D1.1,unc-89,3237.3780654702737,1.8920344063966987,0.4408760012198549,3.1574283983367075,0.0015916732046937123,0.04177850555110012
WBGene00006831,C52E12.2,unc-104,208.45325434900838,2.544206222295223,0.6459439544285356,3.1646804777416415,0.0015525334265532244,0.04115407836848009
WBGene00006870,F14F3.1,vab-3,34.566752787690554,3.4264386514555634,0.9071273115224981,3.2260506483306157,0.0012551114428685844,0.035709553688730196
WBGene00006890,K07E3.8,vem-1,1295.180112196652,-1.3796240599886322,0.24019240646063642,-3.6621643163094255,2.5009335322462767e-4,0.012011452198077588
WBGene00006925,K09F5.2,vit-1,597.1441433615278,4.287620468221592,1.220489213759831,3.1033625086726273,0.0019133511580225206,0.04659652360809615
WBGene00006926,C42D8.2,vit-2,134.58770002135307,11.505789398958656,3.263969535664218,3.371903223575577,7.465067445081228e-4,0.025469923183910798
WBGene00007087,B0001.2,B0001.2,528.1098186505354,1.4786243705147326,0.25584836202274086,3.8250171420982104,1.3076298756324188e-4,0.007710045350195346
WBGene00007169,B0393.4,B0393.4,189.01697052228835,2.9639815117427406,0.7587950849697622,3.247229140711856,0.0011653452655442929,0.03392337041498375
WBGene00007197,B0513.5,prdh-1,270.6373958544901,2.2710027237168116,0.42701140213301353,4.147436613800646,3.3621851172937365e-5,0.0025324786697692274
WBGene00007250,C01G12.10,nspb-8,13.320650968998134,8.120594006311336,2.2331064536323852,3.4125529456581116,6.435742386324458e-4,0.023161951188797998
WBGene00007255,C01H6.6,cnnm-4,75.99828433401501,2.862146662400708,0.768703071783727,3.072898690152878,0.0021199044364222683,0.049779834329888493
WBGene00007301,C04F12.7,C04F12.7,65.17393847355653,6.054567414011383,1.6387885680161076,3.3894350512437716,7.003679776097932e-4,0.024440182793350352
WBGene00007305,C04G2.2,ttbk-5,18.563492789835582,5.864511304811946,1.7273467752986773,3.105636564426597,0.001898699228799194,0.04648609266388649
WBGene00007307,C04G2.8,spch-1,92.2216506142175,7.2087989600462175,1.6981070940216885,3.950751388805241,7.790621886278054e-5,0.005018034209367136
WBGene00007334,C05C10.7,C05C10.7,37.654673367179804,3.362437318712543,0.7740005134119335,3.6982369767358474,2.1710215701075517e-4,0.010803243043210651
WBGene00007358,C06A12.5,lact-6,34.64049506999326,-9.258870103647926,1.5462111980680406,-5.664730739624674,1.47255586245322e-8,3.1715171887586227e-6
WBGene00007362,C06B3.3,cyp-35C1,3394.75064199725,-2.873187284579109,0.4128321452500111,-5.748552557945571,9.001066740213813e-9,2.0011403862436642e-6
WBGene00007415,C07E3.4,C07E3.4,83.38003678905582,4.569802496418994,1.2788347890460263,3.1824302335839243,0.0014604469620323219,0.03936999345956613
WBGene00007422,C08B6.1,ugt-17,1216.6170594238795,-1.7848769374877336,0.4109740354879057,-3.1264187674589614,0.0017694938212715488,0.044508581810961734
WBGene00007516,C11E4.1,gpx-5,149.10393186110792,3.575877951039389,0.9445921196728227,3.2563027861218843,0.001128733123632318,0.033315754552779166
WBGene00007537,C12D8.6,fipr-8,11.399320093461924,7.62220205566279,2.055731947737723,3.4645577520457267,5.311040890631949e-4,0.02000201847991005
WBGene00007544,C12D8.17,fipr-6,14.643504785216534,7.402582743115281,2.2191499979068596,3.1104624516710975,0.001867946428390228,0.04608856006850109
WBGene00007545,C13B4.1,C13B4.1,1435.1805000067766,2.34100461506221,0.37952303027508716,4.850837678355926,1.229411317624156e-6,1.6448651486301153e-4
WBGene00007565,C14A6.1,clec-48,1348.1996932654235,-3.251160791940493,0.6117238573483498,-4.4973900541757486,6.879271426836838e-6,7.18362707178174e-4
WBGene00007624,C16C10.3,hrde-1,1145.169751618143,1.5927689235957794,0.31355373630234096,3.485108920985997,4.91936747897624e-4,0.01910100319160803
WBGene00007653,C17G1.7,cysl-1,915.8825788528329,-1.0564060642596742,0.17857047315371852,-3.1158906309258874,0.0018339027528727183,0.045629089432486544
WBGene00007688,C18E9.8,C18E9.8,50.46308402727171,4.912224725026145,1.2994287217819962,3.3955111589155558,6.85005814994591e-4,0.024290901355303915
WBGene00007732,C25G4.4,spe-44,146.13980330516327,2.741563917232386,0.6838171678812934,3.2780164384839017,0.0010453930753415825,0.03166966626485357
WBGene00007756,C27A7.5,C27A7.5,135.2357438764958,2.5923548733908737,0.6785486122309657,3.0835740220756267,0.0020453022144842304,0.04852400296807338
WBGene00007848,C31E10.7,cytb-5.1,2301.259968883782,-1.505453067290092,0.2710708680194881,-3.7091889461829113,2.07924224784257e-4,0.010498269283612449
WBGene00007866,C32H11.3,C32H11.3,213.05249376939307,7.467709901894398,0.9044757326975473,7.703589659739793,1.3229620524429747e-14,9.597741542565245e-12
WBGene00007867,C32H11.4,C32H11.4,28242.13364201343,3.3949800205382727,0.40387246535317717,7.168054940330432,7.607077667914968e-13,4.368998273939164e-10
WBGene00007872,C32H11.9,C32H11.9,1854.8649874310754,5.36240693264917,0.9929622507830902,4.896869874775682,9.737527252146187e-7,1.3289314420156736e-4
WBGene00007873,C32H11.10,dod-21,2201.002016145509,5.864003130149583,0.6817723627604455,7.867733312672185,3.61124367383737e-15,3.111086425010894e-12
WBGene00007875,C32H11.12,dod-24,28648.2959875153,4.06751121862546,0.33993034143508843,10.494830215992048,9.124159903605573e-26,4.1922473370433074e-22
WBGene00007890,C33A12.19,C33A12.19,61.77852050048037,-2.73886155796959,0.7096635635416222,-3.1548210630913696,0.0016059656847351306,0.0419666492749126
WBGene00007935,C34E11.2,C34E11.2,104.27017028633526,2.453074274219539,0.6319718606706458,3.090444995678993,0.0019985681811158056,0.047938839873042635
WBGene00007977,C36B1.10,gska-3,19.10376933167132,8.642282527726167,1.9752776405334938,4.122095223802085,3.7544193474166164e-5,0.0027527083130207785
WBGene00008043,C40H1.8,C40H1.8,590.4753566084541,-3.286577655561722,0.3170693550841845,-8.788542982407943,1.5151206946430707e-18,1.4917445467828633e-15
WBGene00008051,C41C4.3,lron-4,17.11275302047636,4.725988509668057,1.2796507818671556,3.3024545208356457,9.584262853396848e-4,0.029703113470548523
WBGene00008233,C50F4.8,C50F4.8,210.31801170243705,2.764593477889388,0.6635953933974432,3.4126118119886777,6.434352525263887e-4,0.023161951188797998
WBGene00008272,C53B4.2,C53B4.2,23.355738429654895,4.819147446046375,1.2847905768433578,3.3617521204570346,7.744961593227883e-4,0.025910008655170843
WBGene00008333,C55A6.4,C55A6.4,392.6353661534016,3.0068699466239632,0.5527683158167708,4.535118737621223,5.757108785283409e-6,6.15162693770128e-4
WBGene00008385,D1081.7,lotr-1,642.5504170622648,1.7425353782305149,0.30904173718531597,4.0206070207450075,5.8048370497660835e-5,0.0039610828660384
WBGene00008390,D1086.3,D1086.3,435.4844001509419,5.3101983829351225,0.8375735081554606,5.743016387335772,9.30047222781465e-9,2.034884272828526e-6
WBGene00008399,D2005.4,D2005.4,435.46745468085703,2.1590416074969356,0.3699548327079414,4.484443669388842,7.310441459204714e-6,7.463801721265054e-4
WBGene00008436,DH11.2,DH11.2,661.0453223011259,-2.747313305945529,0.41106896535769916,-5.4669982298225515,4.577206224793413e-8,8.301606658230579e-6
WBGene00008448,E01G4.6,E01G4.6,1520.9520939592817,8.171139424812129,1.3260318200019576,5.785034196842127,7.249758027659662e-9,1.6937400788688268e-6
WBGene00008493,F01D5.2,F01D5.2,408.7921932085638,2.0552330799958094,0.49170184555957325,3.1629596147354335,0.0015617399500484853,0.04116065673320903
WBGene00008494,F01D5.3,F01D5.3,571.4171558145107,2.1911802357442625,0.3781282636030054,4.47250416996023,7.730889224336883e-6,7.778290296953256e-4
WBGene00008508,F01G10.5,F01G10.5,80.90553272593093,4.760339996737017,1.2288079238405847,3.467051207988237,5.262016340190626e-4,0.019930316281279992
WBGene00008511,F01G10.9,F01G10.9,266.68129444113487,4.3036273407061705,0.9005931128988475,4.223469274002082,2.4057018097412312e-5,0.0019391926166943353
WBGene00008554,F07C6.3,F07C6.3,66.98637728903304,4.2542290328471974,0.7501180347284538,5.004851048816931,5.590524280514576e-7,8.197849647086479e-5
WBGene00008560,F07H5.9,pho-13,961.8374044256101,-1.7799601851855278,0.3347410589638371,-3.823732257845922,1.3144665244456662e-4,0.007710045350195346
WBGene00008575,F08E10.7,scl-24,21.13150761774648,7.56377687094447,1.646047695491463,4.291356131594612,1.775852419509453e-5,0.0014682080360041122
WBGene00008610,F09C3.2,F09C3.2,75.43248004079658,2.831702826152518,0.623047124629456,3.7424180836068355,1.8225795477226747e-4,0.009662475571465134
WBGene00008621,F09C8.1,F09C8.1,442.35600556019637,-3.167371586465767,0.5404232620750519,-4.935708311710929,7.986038906772016e-7,1.1007956029094546e-4
WBGene00008661,F10G8.1,F10G8.1,53.68252289607808,6.217993636712944,1.5088423432205216,3.789656131009867,1.5085596984362263e-4,0.0084570816762656615
WBGene00008698,F11D11.3,F11D11.3,48.236008120605035,-7.215652680656763,1.8162717454804744,-3.697493338960802,2.1773893107811636e-4,0.010803243043210651
WBGene00008707,F11E6.3,F11E6.3,1193.697446930166,2.75762344370842,0.6628807637376012,3.405776071972563,6.59762701441879e-4,0.02356002351470171
WBGene00008799,F14E5.1,F14E5.1,100.06934433364412,-2.17747405256368,0.5403554865904437,-3.1043897844884887,0.0019067195242248225,0.046517206941442395
