wbps_gene_id,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00000558,R09B5.9,cnc-4,91.67639154606198,2.9712151860983496,0.6362852879428652,5.176916100028974e-8,6.902213089404966e-6
WBGene00000592,F08H9.1,coh-3,219.24544016613368,0.555218027262182,0.2994868519873966,0.004457095649111924,0.054762089426041216
WBGene00000767,C35D10.4,coq-8,1666.793986501585,-0.40303617602359704,0.1876093313279873,0.007378544073572414,0.07343641869528908
WBGene00000777,F43G9.9,cpn-1,705.5199968899769,0.48447704678641423,0.2159383789725011,0.00328992677177575,0.04478027643274585
WBGene00000804,Y48E1B.12,csc-1,256.9455638553259,0.6803405157313474,0.44719418467336,0.0041915498152198674,0.052505497499303014
WBGene00000868,T06E6.2,cyb-3,753.1589521219637,0.6640084382224218,0.23139149156107133,1.542533769300558e-4,0.005482151551969373
WBGene00000883,Y75B12B.2,cyn-7,12676.4413196088,0.263812836642132,0.11163634209374676,0.00927322667491306,0.08349729554537595
WBGene00000889,Y116A8C.34,cyn-13,697.5448844192933,0.4007047210241407,0.20080093126316506,0.010436840749107184,0.08967935578805418
WBGene00000894,M110.5,dab-1,1589.1779903104543,-0.4641017301048893,0.14291734999567232,2.2136044118670428e-4,0.00710616232103786
WBGene00000904,R05D11.1,daf-8,245.66356898011608,-0.4974746099856009,0.2921172027341744,0.008848889356392508,0.08133729970865632
WBGene00000935,F56D1.7,daz-1,786.2773460608422,0.6459654485610363,0.34831541890700013,0.0025055789874486745,0.038131771305677256
WBGene00000962,T21E12.4,dhc-1,6353.556785035531,-0.3101641831982581,0.1285891617624728,0.0066083314741161425,0.06903000431027971
WBGene00000965,C01G8.3,dhs-1,484.300661552739,0.36709460658167026,0.17816031732020196,0.011368020907488601,0.09482142918171536
WBGene00000973,Y32H12A.3,dhs-9,2253.1504573267125,0.9716970156792312,0.3518639861528476,4.751078580627564e-5,0.0021674590862797607
WBGene00000985,C15H11.4,dhs-22,1651.642593662375,0.6485154503642866,0.238059813874639,2.685273173427782e-4,0.008180970260945365
WBGene00000986,R08H2.1,dhs-23,49.73610365044807,2.3530644630966946,1.7937760412498398,4.2263246638136266e-4,0.011269641172854316
WBGene00001028,F22B7.5,dnj-10,1136.0125272211492,-0.3404046051269705,0.11539170859457622,0.0011955473431120224,0.02362183006414419
WBGene00001088,ZK863.6,dpy-30,1158.9316404537533,0.31514802743033943,0.13410263728740462,0.007586111517003437,0.0740787365394984
WBGene00001092,F53A2.5,dro-1,243.55293300889315,0.7075293076648315,0.22243629125956876,4.0199683597969415e-5,0.0019472264004685472
WBGene00001168,F31E3.5,eef-1A.1,163086.61193598263,0.3163286835122747,0.09341739271988901,3.0599307435489676e-4,0.008957614650571825
WBGene00001189,F01D4.4,egl-21,1281.7103866928087,-0.4998058080291731,0.2352298737551767,0.0038194319193701294,0.049312051990640614
WBGene00001194,C04A2.3,egl-27,1218.9782540326719,0.3381860243768706,0.155864939700764,0.010513498044511807,0.09000302903203815
WBGene00001240,F11E6.5,elo-2,3994.1298562650245,-0.4710186864272826,0.28714724530946645,0.01190726970040304,0.09705488182510255
WBGene00001241,D2024.3,elo-3,1284.7319495726997,-0.4131172280015543,0.12002977951711014,1.54294923377127e-4,0.005482151551969373
WBGene00001320,ZK809.4,ent-1,2085.664041198882,0.35330432620161323,0.13816488605635865,0.003578709189781063,0.04738534704974611
WBGene00001345,F29G9.4,fos-1,976.7100447190589,0.42982797291664543,0.22654217327824935,0.010287425567710015,0.08883104272605165
WBGene00001372,R09B3.1,exo-3,349.5790802080608,0.5899517748579464,0.2469405829502107,0.00103892141594286,0.02149019322133111
WBGene00001387,F15B9.1,far-3,93.97861019521599,4.211755251867361,0.9657375695926969,8.086692262251344e-8,1.0082907222544131e-5
WBGene00001399,F10D2.9,fat-7,39.82721571763836,3.77116436049944,1.5155766257181529,2.1876234714709364e-5,0.0011975015311718549
WBGene00001426,F36H1.1,fkb-1,3493.4740120421725,0.28604774354150847,0.12686854699164493,0.011124752244717633,0.09371074561350497
WBGene00001427,Y18D10A.19,fkb-2,3882.18237415143,0.45856975163892755,0.1086156559763368,5.275548474601655e-6,3.7587585057664494e-4
WBGene00001439,F26D12.1,fkh-7,479.5696514478389,1.17792719564482,0.4038292870063736,2.041662565451128e-5,0.001131400333595263
WBGene00001481,Y54E10A.4,fog-1,498.8379602439477,1.341247694629214,0.3014379914965121,5.623672106042882e-8,7.424349860781712e-6
WBGene00001500,C54F6.14,ftn-1,667.1213395025205,1.7026559200986053,0.6672670122481448,5.4480380105657534e-5,0.002397492805564655
WBGene00001527,F37B12.2,gcs-1,4163.849420559661,0.6049146356334387,0.273639795004442,0.0014462597387799403,0.026533152101376942
WBGene00001561,W07B3.2,gei-4,2308.2523846648915,0.5354346679320731,0.1597130135204038,9.125008649067044e-5,0.00364621265484679
WBGene00001574,W10D5.3,gei-17,968.0380387975445,0.2913299248684347,0.1253179732080561,0.009079973732079537,0.0826601761002643
WBGene00001577,T12A7.1,gem-4,276.6768293049791,3.0193410825453597,0.7481825311176228,5.858946586014305e-7,5.5955017537069956e-5
WBGene00001591,F11A5.10,glc-1,481.65478520969714,0.5487100165384973,0.3365468835942819,0.0070639930593361985,0.07121820680479346
WBGene00001597,T07F8.3,gld-3,387.8240937883754,0.5368245184798972,0.2578964116154694,0.0031752634174957344,0.04388581784544869
WBGene00001599,C55B7.1,glh-2,430.9945716318984,0.8226555532535829,0.3305605607948496,1.91699553406037e-4,0.006490939288739224
WBGene00001607,C28D4.3,gln-6,122.76831144270656,0.7450552926433762,0.466844759380757,0.0027210229267317495,0.040132852936878134
WBGene00001679,F13D12.7,gpb-1,3723.361486153456,-0.3870657896839608,0.14743186291236451,0.0024458036310900312,0.03764021908143813
WBGene00001684,K10B3.8,gpd-2,5171.533526759763,-0.3768846902857143,0.1470266803668774,0.0030820250332915826,0.043186835690223156
WBGene00001685,K10B3.7,gpd-3,5348.863872253465,-0.45834272304898815,0.13621600838859113,1.537086954973622e-4,0.005482151551969373
WBGene00001753,R03D7.6,gst-5,5896.777117070809,2.4424513643649073,0.2843283662940624,5.087492479069755e-19,4.2817608576970825e-16
WBGene00001755,F11G11.2,gst-7,8731.611245671478,1.044578067565094,0.44060135275196155,1.4097613098035011e-4,0.005116939568143921
WBGene00001763,F37B1.4,gst-15,30.94291101089621,0.7453251396051512,0.7499218291712383,0.008314844306819039,0.078299086318619
WBGene00001764,F37B1.5,gst-16,125.8064348370787,0.9864029554308201,0.4813591634343867,4.068507577236336e-4,0.01097926313327946
WBGene00001772,F37B1.1,gst-24,188.97555285647155,0.8145941406143509,0.5573462591001281,0.0028410397367601495,0.04120676128777935
WBGene00001786,F35E8.8,gst-38,8672.16561173229,2.357124505561165,0.4293182673767235,1.3918237846982452e-9,2.567438230787201e-7
WBGene00001788,F56B3.10,gst-40,186.18450871184905,3.031863488479168,0.8793047964188471,3.5126218126658373e-6,2.719055684884777e-4
WBGene00001794,K04D7.3,gta-1,5349.462943807531,-0.4627720642985786,0.12179841908266549,2.9688013901229734e-5,0.0015143136181589379
WBGene00001831,F58A4.3,hcp-3,253.97736985724737,0.51781764731307,0.3135572282500411,0.008376534842499906,0.07860516946975869
WBGene00001833,Y110A7A.1,hcp-6,806.7790389468673,0.414887027807014,0.19579618275929694,0.0072558460958176,0.07237572113057764
WBGene00001855,C18G1.5,hil-4,1078.744782343984,0.8894353788765024,0.3846904780629691,2.508962921482382e-4,0.007777230618370909
WBGene00001856,B0414.3,hil-5,1249.0409264150117,0.694001526327925,0.349117281030791,0.0014136447558600988,0.026148544343972655
WBGene00001942,T23D8.6,his-68,53.95114365084709,1.6532449222609393,0.6343956603803687,4.747623984297556e-5,0.0021674590862797607
WBGene00001946,Y49E10.6,his-72,2402.8630965020334,0.596600273442005,0.14688867346507015,3.6595382012105756e-6,2.788037406151473e-4
WBGene00001975,F45E4.9,hmg-5,265.84362506598757,0.49551644744388557,0.3301136083485825,0.012438995995985308,0.09920737451123347
WBGene00001977,Y17G7A.1,hmg-12,1229.5156960781958,0.5728738499676346,0.2356320893127563,0.0010619905359973837,0.021747280534045208
WBGene00001994,F20B6.8,hpk-1,1107.9224887158189,-0.36335273606298724,0.1717410679120684,0.010281243580774873,0.08883104272605165
WBGene00002000,F58D5.1,hrpr-1,5279.1287837577265,0.24219499846781375,0.10281664651227236,0.010327001701101204,0.08897210806591734
WBGene00002004,Y53C10A.12,hsf-1,471.69945017464727,0.5078650479957081,0.22789546776004593,0.002849905238820329,0.041265402092424255
WBGene00002010,C37H5.8,hsp-6,12426.792022199324,-0.4413658864283749,0.1845268649461499,0.00317536251555657,0.04388581784544869
WBGene00002037,F46C3.3,hum-4,2169.876115781246,-0.4362977355826733,0.204491546243314,0.006028507438856534,0.06473674734580709
WBGene00002059,F53A2.6,ife-1,2663.2892423204307,0.40914924562407307,0.1479418110826401,0.0014343023426412478,0.02642177201916148
WBGene00002061,B0348.6,ife-3,1133.1743620197649,0.4695870986992888,0.2164381777159793,0.004350896865157926,0.053702270564818175
WBGene00002064,T05G5.10,iff-1,2618.5249056355165,0.5073824757012652,0.2675759590347058,0.005775288902330134,0.06321898907469667
WBGene00002066,M110.4,ifg-1,7190.288099080353,-0.3375919007733276,0.09913067856783446,2.589850354964763e-4,0.007944174232336104
WBGene00002074,F32E10.4,ima-3,4169.829687386277,-0.34349848741220246,0.12947600258084965,0.0028789099714460467,0.04155134156001336
WBGene00002077,C53D5.6,imb-3,7884.26223780772,-0.33011639908029056,0.12898997339618765,0.004015150628943787,0.05095948950929033
WBGene00002083,F57B9.6,inf-1,9235.413816214881,-0.4144985194872607,0.126322294584132,2.695487290875386e-4,0.008193551209690281
WBGene00002188,ZC416.4,kgb-2,174.40019436944405,0.6657231846585732,0.4786109089619419,0.005738489993607125,0.0630745952802273
WBGene00002189,ZK909.2,kin-1,2005.8389132308293,-0.3565416571361992,0.10430676164021666,2.2605123293099018e-4,0.007213284129499321
WBGene00002219,K11D9.1,klp-7,758.0494190488961,0.392202275260599,0.19125278321319206,0.009848059189565396,0.0863372168272706
WBGene00002241,F10C2.2,kup-1,513.9145952329807,0.4760076741725973,0.18643234367676326,0.0016343245682822751,0.02884379375686647
WBGene00002258,W02D3.5,lbp-6,9914.161582372537,-0.49941738719267315,0.2606948977523596,0.00589784516337412,0.06401195974811473
WBGene00002260,T22G5.6,lbp-8,36.042318495342045,1.2000495762405212,1.448199854507396,0.0032019021154874074,0.04394703992335488
WBGene00002276,F42H11.2,lem-3,777.4246384829223,0.6554895186227042,0.38126680102532357,0.00317064469836342,0.04388581784544869
WBGene00002696,E01A2.4,let-504,884.5318700698859,0.40303942943027676,0.20346628523124421,0.010582733173429164,0.09037972076481231
WBGene00002980,C32D5.9,lgg-1,4402.8543284770685,0.7224976729776996,0.17017818989636,5.251318382328694e-7,5.124221256263637e-5
WBGene00002981,ZK593.6,lgg-2,916.0486291531332,0.9533000448661733,0.3297160780245914,3.209297827969717e-5,0.0016065577900163646
WBGene00003001,R107.8,lin-12,354.3828606584852,0.5501957549951377,0.2619037267401292,0.002758845538783036,0.04055743889219691
WBGene00003036,K07A1.12,lin-53,1339.3647714318736,0.3713473429485,0.18413688067911932,0.012169473209784919,0.09802944159708965
WBGene00003037,JC8.6,lin-54,274.27464666084745,0.5316380258909137,0.2863826624799663,0.005232051363626253,0.059859646272379885
WBGene00003063,R13A5.12,lpd-7,3362.198681645074,0.4187654808696676,0.12784955103496204,2.6820352193275977e-4,0.008180970260945365
WBGene00003085,Y37A1B.1,ccar-1,3685.2597412029445,0.24465176751744527,0.10227845802957576,0.00928652762547273,0.08349729554537595
WBGene00003092,Y22F5A.6,lys-3,307.34779230159546,1.7988494571823173,0.7961786404481208,1.0984923153227728e-4,0.004180972458992201
WBGene00003119,Y48C3A.7,mac-1,1210.0766977883015,0.4551603338844786,0.12725084282122237,7.305007832463946e-5,0.003039351405763773
WBGene00003123,R09B3.5,mag-1,1938.3637549281414,0.32566547693067605,0.1339947794947124,0.005828197851694231,0.06352019712356904
WBGene00003134,F10C5.1,mat-3,531.4862862371953,0.39769385298250526,0.175091088796523,0.00574264552723648,0.0630745952802273
WBGene00003153,Y67D8C.10,mca-3,6417.146896496188,-0.36634539908849145,0.15224925622616578,0.004979171239827728,0.05845353700985736
WBGene00003156,Y39G10AR.14,mcm-4,1312.654289171731,0.6150620202591779,0.28597753875249265,0.0015547718187304584,0.027841166637000467
WBGene00003161,Y69A2AR.30,mdf-2,292.4836502413017,0.6275061159804242,0.31700399855326145,0.0021250586191675696,0.03406888118712241
WBGene00003162,F20H11.3,mdh-2,10993.8651394294,-0.37880501557027235,0.17807717219527114,0.009086680732878796,0.0826601761002643
WBGene00003164,Y57E12AL.5,mdt-6,265.95266121380433,0.5179456046161091,0.2747466061338184,0.005461005932134734,0.06133875284270852
WBGene00003183,T01G9.5,mei-1,346.9222332803716,0.45450946222998123,0.2003731712249372,0.003888175511661675,0.049904043085246944
WBGene00003184,F57B10.12,mei-2,87.92102185191561,0.7545542492122438,0.5779320594308468,0.00476139850934232,0.05694226672007432
WBGene00003221,F54C1.3,mes-3,666.9017642115368,0.39117928318150935,0.13629138486685077,0.0011694068579449698,0.023265404576438307
WBGene00003229,F53G12.5,mex-3,329.74525576365414,0.49637428716630655,0.32848521379203105,0.01217906251239648,0.09802944159708965
WBGene00003373,T28A8.7,mlh-1,368.35960200501796,0.5295083785245436,0.27839655568061733,0.004858984216055298,0.057496556637434665
WBGene00003400,K12C11.4,dapk-1,1071.8183202229973,-0.3433385263512582,0.1595669751930725,0.010655902551447648,0.09076052103592286
WBGene00003405,ZC302.1,mre-11,477.9147350912243,0.48453012166216997,0.1982407549037972,0.0020299181987107353,0.03306310211376214
WBGene00003473,K11G9.6,mtl-1,153.19229814884608,5.568814563861047,0.7989944389915941,4.575631922745738e-14,1.8671351355058822e-11
WBGene00003599,W04H10.3,nhl-3,225.58493850922486,0.7429432877613299,0.41956556184583743,0.0018559184814393524,0.0314233600207118
WBGene00003639,K10C3.6,nhr-49,1370.630476447458,0.24088523755790672,0.09975305042065577,0.008866072931053631,0.08143965763272046
WBGene00003676,Y40B10A.8,nhr-86,433.262278018606,0.4006628297568767,0.19555934188640162,0.009331150539691031,0.08371917017868967
WBGene00003763,Y43F8C.1,nlp-25,119.34162053809659,0.8873202641146382,0.5705709029547741,0.001858441187527575,0.0314233600207118
WBGene00003767,B0213.4,nlp-29,326.80611204921746,0.5885145866109183,0.5072530440903119,0.01192122097589343,0.09705632506734034
WBGene00003769,B0213.6,nlp-31,401.2851190746546,0.5058993330197727,0.32657860292591284,0.010757496822340914,0.09145230568790577
WBGene00003778,C15H9.1,nnt-1,767.7477388892192,0.8161438756865672,0.3580556849118117,3.642940735780455e-4,0.01017756015519079
WBGene00003818,H15N14.2,nsf-1,1113.7140183300903,-0.3309986194798424,0.12511625713609204,0.00313341076389422,0.043724880151916654
WBGene00003826,Y56A3A.1,ntl-3,1615.6535826179816,0.30410487965593047,0.13314610265919127,0.009485372286711518,0.08447752857993208
WBGene00003834,C15H11.3,nxf-1,2309.2433476405968,0.5908426037308239,0.2399715820503703,8.554996839687854e-4,0.018803799428764922
WBGene00003858,K04G7.3,ogt-1,3316.9772559260914,0.4512549922579366,0.19062269127034098,0.003142750707482229,0.04380981472769741
WBGene00003902,Y106G6H.2,pab-1,37962.40871530963,0.25904088054632207,0.08927162871947147,0.0020000104530718747,0.03292437745851573
WBGene00003916,H39E23.1,par-1,2164.1597093737723,-0.3968683407850517,0.16719174781175442,0.0044896233582283375,0.055011163004461135
WBGene00003919,Y59A8B.14,par-4,385.46281488562653,0.45121905964118525,0.16547263383414926,0.0012159155616588103,0.023791924337417468
WBGene00003989,Y18D10A.20,pfn-1,1467.2322262428665,0.4292376405373392,0.14229558721700142,5.906575891409905e-4,0.014461445627950143
WBGene00003990,F35C8.6,pfn-2,1954.6838800911446,-0.4220892942433611,0.1899876169636165,0.005470655143627872,0.06133875284270852
WBGene00003993,B0523.3,pgl-2,212.3106781956088,0.5507023888333622,0.32916208268616765,0.006464117461687207,0.06795144866438714
WBGene00004002,T21E8.3,pgp-8,61.49602794944589,0.8990437484021904,1.0839452870511204,0.006384136291240415,0.06742649356693603
WBGene00004013,F38A6.1,pha-4,699.9918804954652,0.5758956186603524,0.22653175056373046,7.772703823338583e-4,0.017680275284641445
WBGene00004028,Y18H1A.6,pif-1,202.49654754009555,1.2405140980326428,0.4931186984058537,7.053433636074783e-5,0.002958926396990126
WBGene00004050,E02H1.4,parp-2,399.5289813081705,0.6806511643267299,0.21414477512614974,4.976946420120612e-5,0.002226563471539673
WBGene00004075,Y76A2B.1,pod-1,4323.232452182946,0.6180055722885828,0.2121524254901517,1.931256127184904e-4,0.006517868423226045
WBGene00004076,W09B6.1,pod-2,8375.778558558903,-0.43659821867369786,0.24689003528503592,0.012400361993460982,0.09909539088073951
WBGene00004091,T14G10.1,pps-1,716.1147214578472,-0.4883072494065649,0.3086497564847368,0.011540070877152999,0.09557109128643437
WBGene00004094,Y110A7A.18,ppw-2,2139.7548475157905,0.9771383830866346,0.40528420910805757,1.4436497067693202e-4,0.005225856707353673
WBGene00004136,K11D12.2,pqn-51,934.3115908454524,0.4068463501745981,0.1701098661596983,0.004022802719641693,0.05100853241308385
WBGene00004138,R07B7.3,pqn-53,1644.0516321310279,0.41506829779165083,0.18100105421515733,0.004851875660655229,0.057496556637434665
WBGene00004148,T13H2.4,pqn-65,609.7357814890199,-0.3702391632240082,0.18315073887683495,0.012130867861879472,0.09802944159708965
WBGene00004208,ZK675.1,ptc-1,1840.1393041258218,0.573930338585294,0.2603334684480481,0.0018319136681123433,0.031186535341088263
WBGene00004236,Y80D3A.7,ptr-22,52.740350051475374,0.6944789559351119,0.6792462572244322,0.00945299685349574,0.0844000417752748
WBGene00004248,W06H3.2,pus-1,696.1811996238047,0.4918648069389969,0.1795995336771332,8.75442552653595e-4,0.019048272950079978
WBGene00004279,T01B7.3,rab-21,185.43504205900774,0.5612639222227811,0.19606199750764305,3.552316526161046e-4,0.010012698233117621
WBGene00004297,Y43C5A.6,rad-51,487.07389832887793,0.5133589609244825,0.27281018386715755,0.00568460297646479,0.06269358204838235
WBGene00004333,W02A2.6,rec-8,520.1628656062759,0.560559628939965,0.3051049358170175,0.0044407279797057326,0.05470973995451907
WBGene00004373,W06H8.1,rme-1,4035.7515499810274,-0.4607440971727147,0.16527142864430333,9.552704145148252e-4,0.020225898430592196
WBGene00004380,C06A5.9,rnf-1,160.32677158985692,0.6082314666530797,0.40004573124743276,0.006021231766371652,0.06472048766002722
WBGene00004384,ZK863.7,rnp-1,285.43651849118714,0.5271014638259649,0.220379599296538,0.0016678147050951842,0.02912943296862743
WBGene00004388,K02F3.11,rnp-5,744.3415218168975,0.4636187587140092,0.18521619415304966,0.0020406524017056483,0.03318771164416457
WBGene00004413,B0250.1,rpl-2,47402.83065341681,0.34626116089963704,0.11327990712355684,8.246173066279811e-4,0.018323921866423093
WBGene00004415,B0041.4,rpl-4,59260.99608779507,0.2677268847977797,0.11486363388635894,0.009926365653577273,0.08672747628057009
WBGene00004418,F53G12.10,rpl-7,44054.38988991455,0.28339424123187373,0.10433761663671644,0.003180792976173914,0.04388581784544869
WBGene00004421,F10B5.1,rpl-10,39570.68610120466,0.2470373196581786,0.10396716263495952,0.009596926448443647,0.08494968609218666
WBGene00004422,T22F3.4,rpl-11.1,7928.286729272397,0.6998965148659031,0.334165505180561,0.0010554416546986313,0.021718480153384543
WBGene00004425,C32E8.2,rpl-13,40344.55910924533,0.32880437176778293,0.11049025949775035,0.0011646506434949344,0.023265404576438307
WBGene00004427,K11H12.2,rpl-15,35216.04319309006,0.35500350964663663,0.12894784118194394,0.0020268130805824584,0.03306310211376214
WBGene00004429,Y48G8AL.8,rpl-17,31585.094064537865,0.46425784845367524,0.10707150339739381,3.0785129822850487e-6,2.4242839660497352e-4
WBGene00004430,Y45F10D.12,rpl-18,28321.2365839164,0.29575006828644207,0.1216089008364387,0.006708145759275615,0.06929934202517526
WBGene00004431,C09D4.5,rpl-19,42053.82421411549,0.32288087290638046,0.11172825661605319,0.0015705331917880044,0.027974148967686813
WBGene00004437,C03D6.8,rpl-24.2,1114.7974854822073,0.45235025332797674,0.11282680628261157,1.3556649626337334e-5,8.077603710984891e-4
WBGene00004439,F52B5.6,rpl-25.2,10122.129643188386,0.405986009122344,0.10322753809035509,2.4125361847592878e-5,0.0012740083240771988
WBGene00004440,F28C6.7,rpl-26,25032.72564167342,0.4043287092434489,0.1193444829622269,1.9663138838379407e-4,0.0066195956899404275
WBGene00004442,R11D1.8,rpl-28,16519.828075393776,0.33349830387460966,0.12811860822583468,0.003491629028398875,0.046494455526834136
WBGene00004456,Y48B6A.2,rpl-43,19727.386205338466,0.36121079784700977,0.12893440438218873,0.0016982066127640735,0.029549303104377936
WBGene00004471,C49H3.11,rps-2,35530.280017329016,0.4064123670878759,0.13697377500169491,7.934258389293543e-4,0.01792663145473605
WBGene00004474,T05E11.1,rps-5,36237.090645055,0.37149882122534317,0.12229290364836452,7.708395546260079e-4,0.01759343295354885
WBGene00004478,F40F8.10,rps-9,32364.58560340192,0.3314996188711618,0.11629618481182205,0.0017021121378490308,0.029575021997774256
WBGene00004481,F54E7.2,rps-12,19540.727598105426,0.33028769635343946,0.13524254597910343,0.005517057813401408,0.06144971093073893
WBGene00004488,T05F1.3,rps-19,18863.662171132913,0.2699200167790573,0.1097044068541581,0.006964112111692535,0.07073395865925097
WBGene00004489,Y105E8A.16,rps-20,21485.07136263754,0.26431284873268146,0.10947411036798171,0.008075384382513455,0.07691061795511103
WBGene00004490,F37C12.11,rps-21,16149.03360951026,0.3533925729484637,0.13796460383400078,0.003534309702500657,0.04693591169021089
WBGene00004491,F53A3.3,rps-22,17309.38110235441,0.40271414572039643,0.13586030905914417,8.18343401189781e-4,0.01822957836677197
WBGene00004495,F39B2.6,rps-26,20929.4125287102,0.308300338033295,0.12172728922041967,0.004807104717987521,0.057184162661148376
WBGene00004700,Y111B2A.18,rsp-3,3045.2731770899413,0.3847293847479415,0.14693646880069,0.00252904607218858,0.03830836266376987
WBGene00004702,T28D9.2,rsp-5,526.3652956248745,0.43335705061858015,0.19685681562792856,0.005291131645381914,0.06008578913424552
WBGene00004755,F12F6.6,sec-24.1,4438.255281063924,-0.37472496004044287,0.18082254123449856,0.010546846078840466,0.09023114949025775
WBGene00004760,F10F2.1,sel-2,3658.075963677506,-0.37601897097200304,0.1657609414148286,0.006638486230641039,0.06903000431027971
WBGene00004781,T26A5.7,set-1,454.6967679426333,0.5352954124039767,0.20957524270432512,0.0010343100685089107,0.02142772212698614
WBGene00004788,C54H2.5,sft-4,2503.373253296361,-0.3503381271250602,0.1180478804524919,0.0010756987026535496,0.021947513227170756
WBGene00004795,C04F5.1,sid-1,409.34061639031705,0.4569848902894725,0.1907108723728774,0.002807189235404836,0.041032335049826785
WBGene00004798,F43D9.4,sip-1,979.6209207438178,2.5549140640012538,0.32995202149209313,4.974934979770564e-16,3.045112474435928e-13
WBGene00004829,M02A10.3,sli-1,365.94510708488747,0.6614461557615725,0.2660533205565253,4.810951484155878e-4,0.01245851397800828
WBGene00004873,Y47D3A.26,smc-3,1089.9166662894495,0.3969539905355452,0.20176073061463587,0.01135259178652729,0.09477619404673063
WBGene00004874,F35G12.8,smc-4,1736.2069269825008,0.35959752765947867,0.14724201127601477,0.004711101211637019,0.05654161222451346
WBGene00004879,C48B6.6,smg-1,1610.8762695910305,-0.3143853331548003,0.11486028797823139,0.0025996433315156704,0.038904424903727905
WBGene00004891,Y71D11A.2,smr-1,536.0837541223959,0.47918276176386454,0.17173752020580854,8.306240403084e-4,0.01839668310327782
WBGene00004914,Y116A8C.42,snr-1,1514.0829370603221,0.36994358815180173,0.1401961939810797,0.0026001769206412534,0.038904424903727905
WBGene00004930,C15F1.7,sod-1,3456.669420404426,0.6833139666202853,0.19800079457016584,1.858610307251047e-5,0.0010555983274644183
WBGene00004952,Y34D9A.4,spd-1,465.6496185494226,1.1950926477789596,0.3834697091832628,1.0161401934367218e-5,6.454402997649809e-4
WBGene00004984,ZC404.8,spn-4,324.62546881954756,0.559831925094147,0.3289689351238253,0.005779190223596583,0.06321898907469667
WBGene00005003,F27C8.4,spp-18,1326.4626237957525,0.6028793436344073,0.3491548528563477,0.004208316446072995,0.052520101263038875
