Term,Expected,Observed,Enrichment Fold Change,P value,Q value,logQ
guanyl-nucleotide exchange factor activity GO:0005085,2.4977628635346756,4,1.6014330497089118,0.0,0.0,70.0
respirasome GO:0070469,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
select?qt=standard&fl=idannotation_class_label&version=2.2&wt=json&indent=on&rows=100000&q=id:*&fq=document_category:ontology_class&fq=-is_obsolete:true GO:0090502,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
microtubule organizing center organization GO:0031023,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
ciliary plasm GO:0097014,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
embryonic body morphogenesis GO:0010172,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
neuron development GO:0048666,3.7466442953020134,6,1.6014330497089118,0.0,0.0,70.0
adherens junction GO:0005912,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
homologous recombination GO:0035825,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
maturation of SSU-rRNA GO:0030490,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
oxygen binding GO:0019825,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
segmentation GO:0035282,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
ribonucleoprotein granule GO:0035770,7.493288590604027,12,1.6014330497089118,0.0,0.0,70.0
A band GO:0031672,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
cGMP metabolic process GO:0046068,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
locomotion involved in locomotory behavior GO:0031987,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
serine hydrolase activity GO:0017171,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
external encapsulating structure GO:0030312,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
egg-laying behavior GO:0018991,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
recombinational repair GO:0000725,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
extracellular structure organization GO:0043062,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
microtubule-based transport GO:0099111,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
structural constituent of chromatin GO:0030527,2.4977628635346756,4,1.6014330497089118,0.0,0.0,70.0
meiotic cell cycle GO:0051321,3.7466442953020134,6,1.6014330497089118,0.0,0.0,70.0
serine-type endopeptidase activity GO:0004252,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
calmodulin binding GO:0005516,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
regulation of synapse structure or activity GO:0050803,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
condensed chromosome centromeric region GO:0000779,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
embryonic digestive tract development GO:0048566,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
molecular adaptor activity GO:0060090,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
motor neuron axon guidance GO:0008045,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
SNARE binding GO:0000149,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
nucleoside-triphosphatase regulator activity GO:0060589,3.7466442953020134,6,1.6014330497089118,0.0,0.0,70.0
protein heterodimerization activity GO:0046982,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
regulation of postsynaptic membrane potential GO:0060078,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
metalloendopeptidase activity GO:0004222,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
proton transmembrane transport GO:1902600,1.8733221476510067,3,1.6014330497089118,0.0,0.0,70.0
nematode male tail tip morphogenesis GO:0045138,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
extracellular ligand-gated monoatomic ion channel activity GO:0005230,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
anterior/posterior pattern specification GO:0009952,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
embryonic axis specification GO:0000578,1.2488814317673378,2,1.6014330497089118,0.0,0.0,70.0
aminoacyltransferase activity GO:0016755,0.6244407158836689,1,1.6014330497089118,0.0,0.0,70.0
structural constituent of cuticle GO:0042302,9.991051454138702,15,1.5013434841021047,0.000523674288793,0.0018655896538250626,2.7291838754219073
cell projection GO:0042995,18.733221476510067,26,1.3879086430810568,0.0007455923734031286,0.0026233805730850822,2.581138701860423
collagen trimer GO:0005581,8.117729306487696,12,1.4782458920389954,0.00216606330064256,0.007528390740038166,2.1232978481569744
synaptic signaling GO:0099536,7.493288590604027,11,1.4679802955665024,0.003475844035790223,0.011935127110845946,1.9231729513329685
actin filament-based process GO:0030029,6.868847874720358,10,1.4558482270081017,0.005576680462462708,0.018920880140498475,1.723058665435741
protein-DNA complex GO:0032993,9.991051454138702,14,1.401253918495298,0.005597034576251964,0.018920880140498475,1.723058665435741
reproduction GO:0000003,15.611017897091722,20,1.2811464397671295,0.017288321607815373,0.05729269370031839,1.2419007582760915
cell body GO:0044297,7.493288590604027,10,1.3345275414240931,0.028685881155860078,0.09397098999333474,1.0270061977867964
