WBgeneID,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00001756,F11G11.1,gst-8,53.431675389914474,3.1200603008216357,0.7495443192436547,3.495537533344885,4.731079085890229e-4,0.02077842771117771
WBGene00001760,F37B1.2,gst-12,93.2103458910569,5.722720436186008,1.1602983463902872,4.501187519946058,6.757485486639143e-6,5.094493603777468e-4
WBGene00001764,F37B1.5,gst-16,125.8064348370787,2.7229484363996677,0.4378013046556099,5.077528122371216,3.8237692391829856e-7,3.667176784625968e-5
WBGene00001768,Y48E1B.10,gst-20,972.8779426903866,1.4045763720335829,0.26407067504152604,3.4255086139016955,6.136494752645888e-4,0.02558197073075741
WBGene00001778,ZK546.11,gst-30,53.27131343205323,8.193662044310738,1.5240989369802307,5.048006961775431,4.464428829199461e-7,4.1904066914298826e-5
WBGene00001786,F35E8.8,gst-38,8672.16561173229,6.110768391437449,0.4227866574562694,13.270921143053796,3.4135865418889822e-40,3.701903312888529e-37
WBGene00001788,F56B3.10,gst-40,186.18450871184905,6.274771318989746,0.8521241203894406,6.776913340219194,1.2277047534101368e-11,2.1107538553141598e-9
WBGene00001843,W06D4.1,hgo-1,1365.5555035695936,-1.7089306483798383,0.18777028647720476,-6.438349065024204,1.207799821200658e-10,1.8309206321813848e-8
WBGene00001854,F22F1.1,hil-3,886.8412555573707,-2.0850795830376305,0.43133493136662554,-3.6748231311002875,2.3801423980332725e-4,0.011336232272794958
WBGene00001973,C32F10.5,hmg-3,899.2064544363425,1.611571579458216,0.3245608367789106,3.424848144002702,6.151431463843638e-4,0.02558197073075741
WBGene00002016,Y46H3A.3,hsp-16.2,27.57205684194937,5.988969728942103,1.4246848475606557,3.852760656744762,1.1679354114432269e-4,0.006236952057017656
WBGene00002021,F52E1.7,hsp-17,726.681849303954,1.2491963621256053,0.2280852697497367,3.2847205036416876,0.0010208358338856327,0.03777360521291247
WBGene00002025,Y22D7AL.5,hsp-60,7548.703620489779,-1.4817440119031284,0.187492667813228,-5.236172824001304,1.6394045312712495e-7,1.6870310278731442e-5
WBGene00002055,F37B4.2,ifc-1,1496.8086432774194,-3.18782622761946,0.3781981326476623,-7.10692622621566,1.1865581699701545e-12,2.2304129440318985e-10
WBGene00002183,T02G5.8,kat-1,4087.3353316210478,-1.1850858751091315,0.1746213237969488,-3.923265842983503,8.735666667647606e-5,0.004792040026478442
WBGene00002257,W02D3.7,lbp-5,859.0433513494921,-1.6394588410093227,0.33556584634251224,-3.395634130912943,6.846981646770116e-4,0.02797934703077249
WBGene00003091,Y22F5A.5,lys-2,16990.19390312107,2.8496237426500692,0.41943124117506503,5.601928306693224,2.1198023669853235e-8,2.511342333593201e-6
WBGene00003093,F58B3.1,lys-4,5652.074824875274,-8.139566920187116,0.5420221800651842,-14.094565132497664,4.1016668696470965e-45,4.818774960690397e-42
WBGene00003094,F58B3.2,lys-5,53.985722439618215,-8.950244087007295,1.3271031366459012,-6.367435848553794,1.9221440008525855e-10,2.8227485545853903e-8
WBGene00003095,F58B3.3,lys-6,33.102129608046674,-6.275208093857501,1.2587132228746096,-4.588184178019726,4.471180903361066e-6,3.541275751437321e-4
WBGene00003214,C05D11.11,mel-32,9311.927664455066,-1.6700766265468736,0.25385522795196597,-4.609228007580263,4.0416689988357e-6,3.2374687241810057e-4
WBGene00003413,Y43F8C.12,mrp-7,2386.3062702696184,1.6869812943674554,0.2390279346503008,4.965868512833095,6.839428455054359e-7,6.220791119958475e-5
WBGene00003511,F46G10.6,mxl-3,402.61310634140125,-5.846338069273441,0.5182005308498252,-10.317121946026745,5.896416929487538e-25,3.078803180441308e-22
WBGene00003528,C37H5.9,nas-9,64.01581732526795,4.1163239958601245,1.120109134273861,3.2285461168071787,0.0012442119591585085,0.044520051269585414
WBGene00003611,R04B5.4,nhr-12,127.9588386175889,-2.3745184270885606,0.5189163261787971,-3.612371267815303,3.03409740612904e-4,0.014070626720923423
WBGene00003647,T05B4.2,nhr-57,38.61483962434116,-2.5964968824955243,0.636531080960401,-3.293628457753108,9.890313715362068e-4,0.036887207079146674
WBGene00003658,H12C20.3,nhr-68,1238.4702441347113,-3.478187912625002,0.30317916304819337,-9.823194584621204,8.946263493064895e-23,4.3491180250078927e-20
WBGene00003691,H12C20.6,nhr-101,146.29548888097136,-3.4662202443088606,0.7350375996285526,-4.035467363584971,5.449371443847657e-5,0.0033402277658854027
WBGene00003704,Y45G5AM.1,nhr-114,1452.7912508732902,-3.252196611166409,0.3102350928214234,-8.871325890751567,7.22800887562744e-19,2.612832541758863e-16
WBGene00003734,F58E1.6,nhx-6,37.994472458229026,8.087491366701476,1.6067050412319166,4.722392207647449,2.3308663302854315e-6,1.9559853288311915e-4
WBGene00003766,B0213.3,nlp-28,29.929941420909408,5.136635574288492,1.022906514074073,4.532804816953912,5.820559421028999e-6,4.435580903657666e-4
WBGene00003767,B0213.4,nlp-29,326.80611204921746,2.3887795662137052,0.5576287255122503,3.387163321757913,7.061933441382628e-4,0.028691394137352246
WBGene00003769,B0213.6,nlp-31,401.2851190746546,1.9278181326979549,0.3642573224528683,3.9198062597154846,8.862018068496131e-5,0.00482381199728411
WBGene00003844,K11C4.4,odc-1,2156.2278967562256,-2.0782284357251655,0.3906275501436693,-4.04023841929405,5.339689117613208e-5,0.0033017077710575
WBGene00003891,F11C7.5,osm-11,2208.346337037787,1.420744877652162,0.2779645159395476,3.3124547373967976,9.248108943189785e-4,0.03514281398412118
WBGene00004014,Y37E3.9,phb-1,5430.651600311313,-1.063507212959858,0.16197418814477574,-3.478993902758037,5.033000379847204e-4,0.02176541084511837
WBGene00004053,ZK1005.1,tank-1,2387.869191044966,1.3871870845458898,0.27008166248912063,3.2848845655399774,0.0010202416172989776,0.03777360521291247
WBGene00004062,T10H9.5,pmp-5,6108.984101494539,-5.991540873271197,0.3742753789795267,-14.672460925012093,9.677065763960841e-49,1.3642727314031994e-45
WBGene00004064,H12C20.2,pms-2,353.83167292777705,-1.1561072856627403,0.1707225840127385,-3.843119464579946,1.2148029786877254e-4,0.0064627518466187
WBGene00004103,C09G1.1,,10.755264025058057,6.617452186021103,1.665379181172269,3.6733089107761012,2.3942974320156644e-4,0.011365254274934962
WBGene00004144,R11G11.7,pqn-60,11.899770991085504,18.645855634958558,3.127589074400318,5.80186693433754,6.558059768166809e-9,8.405047873783243e-7
WBGene00004182,C06E8.3,prk-1,254.05978646446272,-1.5715226318243056,0.3315848595764163,-3.231518571725875,0.001231343219220138,0.04428437934838139
WBGene00004208,ZK675.1,ptc-1,1840.1393041258218,1.460735598629117,0.26792528360250695,3.5858340269761966,3.3600261756447223e-4,0.015329983502990065
WBGene00004236,Y80D3A.7,ptr-22,52.740350051475374,3.378962558147327,0.7161794467348037,4.019889946958205,5.8225334097535796e-5,0.003522294718693867
WBGene00004258,D2023.2,pyc-1,6165.671630595867,-1.927313006121485,0.2345071586288506,-6.086436825497776,1.1545118187495457e-9,1.5957164334050094e-7
WBGene00004778,K02F2.6,ser-3,160.0560600127728,2.304787237031893,0.5358462005600071,3.3681068096512194,7.568626833576652e-4,0.03014194946321007
WBGene00004798,F43D9.4,sip-1,979.6209207438178,1.5837049371519465,0.3305063335343598,3.2789233584816713,0.0010420393197677997,0.03845725217300115
WBGene00004989,T08A9.8,spp-4,1139.8638551434797,-2.045373226945131,0.38938344869921854,-3.968769684760954,7.224466480234327e-5,0.0041742019851780145
WBGene00005002,C54G6.5,spp-17,3294.7865642803763,-2.4205534369292487,0.4814325255358359,-3.989247371252424,6.628327011204454e-5,0.003909880929035999
WBGene00005444,T05E12.7,srh-237,130.1641733316766,-4.541374461670487,0.9426388676089201,-4.287298774260986,1.808589647651238e-5,0.001256034327713653
WBGene00006220,T01B11.5,str-176,48.83026196656216,8.712484201816562,1.4605987855873468,5.622683164503726,1.8801404602567698e-8,2.2654889067264908e-6
WBGene00006404,C31C9.1,tag-10,2677.571190408577,-1.8342014320525257,0.3344358412824202,-3.989409229992894,6.623806013561383e-5,0.003909880929035999
WBGene00006434,F09E5.15,prdx-2,20964.62296822238,1.4053224869866332,0.2505499624083816,3.6133411407622207,3.022765817079966e-4,0.01406434075550936
WBGene00006510,C01G6.6,mtrr-1,2379.3102072016723,-3.734546683257555,0.2068899189893079,-15.634143505197645,4.261664435619568e-55,1.0013490868894111e-51
WBGene00006562,K01C8.3,tdc-1,231.65244066663195,-2.2352187992572725,0.23455064617150828,-7.398055931973194,1.3819264701825394e-13,2.99729221178976e-11
WBGene00006572,C06G3.11,tin-9.1,446.0957759167345,-1.3256985917832254,0.20882016683516838,-3.9541132654825826,7.681901458913921e-5,0.004366913176119695
WBGene00007018,C55B7.9,mdt-18,186.61117814935824,-1.9512928278476578,0.36301497721939646,-3.9978869163035538,6.391046920120887e-5,0.0038178381135535702
WBGene00007097,B0024.4,B0024.4,1060.780212924539,3.7660703654242815,0.4871154555798957,6.70492042083971,2.015161572351214e-11,3.303459051977606e-9
WBGene00007129,B0272.3,B0272.3,2204.0571052098,-1.4324905989045622,0.2572906175092791,-3.6242697379780364,2.89779056188796e-4,0.013572442306145004
WBGene00007153,B0365.6,clec-41,9511.23388021478,2.0931478387420017,0.3304134453929826,4.821679810418021,1.4235431815683092e-6,1.2312338511503081e-4
WBGene00007330,C05C10.3,C05C10.3,3056.4749565219513,-2.184458042161015,0.2410154444403995,-6.98900456803532,2.7684340905169903e-12,5.00376715488571e-10
WBGene00007334,C05C10.7,C05C10.7,37.654673367179804,3.14032326438102,0.7801404824685038,3.3844202726495696,7.132873080894541e-4,0.028896334682313573
WBGene00007388,C06H2.4,folt-1,108.83669184602226,-2.1008227359065397,0.3882243476704035,-4.123447551686309,3.7324347775047466e-5,0.0024137552978560515
WBGene00007392,C06H5.1,fbxa-156,131.16559539858844,-2.6782636467666965,0.6569478893261013,-3.315732772961893,9.140318488298636e-4,0.03482708379676599
WBGene00007422,C08B6.1,ugt-17,1216.6170594238795,-3.2292922528226575,0.4129604753332117,-6.60908831679456,3.866939885406026e-11,6.057346500494907e-9
WBGene00007440,C08E8.4,C08E8.4,400.01042701789765,2.1104744008991547,0.48066434701839394,3.3505176967858725,8.066065522377592e-4,0.031666687977719155
WBGene00007545,C13B4.1,C13B4.1,1435.1805000067766,3.396178398843883,0.37951802733485734,7.63120112944864,2.3257649360878564e-14,5.557395604909593e-12
WBGene00007565,C14A6.1,clec-48,1348.1996932654235,-3.787698619084704,0.6128949709628109,-5.364212099701165,8.130332391247824e-8,8.618152334722693e-6
WBGene00007818,C30F2.4,C30F2.4,57.7277426322734,7.903963708052778,1.3468466880727357,5.497257983124603,3.85742175087689e-8,4.342375830959223e-6
WBGene00007829,C31A11.1,oac-5,20.567072611579846,5.259896882486481,1.4529482372903562,3.276026468336784,0.0010527869386044782,0.03875245498810948
WBGene00007836,C31C9.2,C31C9.2,2828.7210009553087,-2.034026446318182,0.41183049895218377,-3.7248976222528203,1.9539450401307782e-4,0.009531736046977064
WBGene00007864,C32H11.1,irg-6,1612.196195803529,8.346564957737236,0.5953984824437929,13.178678127514326,1.1641267925826716e-39,1.1722756801307502e-36
WBGene00007866,C32H11.3,C32H11.3,213.05249376939307,7.678971063191015,0.9049991934117836,7.932571780673966,2.146535736198835e-15,5.502156510714759e-13
WBGene00007867,C32H11.4,C32H11.4,28242.13364201343,7.305361972247156,0.4037747572900619,16.85435220844762,9.747020881529928e-64,3.4353375096952234e-60
WBGene00007872,C32H11.9,C32H11.9,1854.8649874310754,8.8682452337612,0.9926578288061981,8.430140770485957,3.452496461383302e-17,1.0816287802795953e-14
WBGene00007873,C32H11.10,dod-21,2201.002016145509,7.856481718444547,0.6816822116988505,10.791658623614563,3.769246311028124e-27,2.4154015678579317e-24
WBGene00007875,C32H11.12,dod-24,28648.2959875153,6.681066794144967,0.33989784639061615,18.185071955535676,6.776644638416601e-74,3.184571203746574e-70
WBGene00007876,C32H11.13,dct-19,34.10145045629044,8.67859925134138,1.452991710694466,5.628799662891655,1.8146801692999324e-8,2.224640089286126e-6
WBGene00007989,C37A5.2,fipr-22,25.645943087794944,6.389079458135859,1.5716338405049741,3.7471065501132674,1.788861133624525e-4,0.008911436134925283
WBGene00008132,C47B2.6,gale-1,1757.2600019241456,1.8733163353257218,0.4179375345720169,3.2859368248225116,0.0010164380392695344,0.03777360521291247
WBGene00008205,C49F5.1,sams-1,10268.032831955072,-2.1920415648009013,0.3854315830315151,-4.389991996744466,1.1335483270908215e-5,8.112063104226599e-4
WBGene00008333,C55A6.4,C55A6.4,392.6353661534016,5.510315588875852,0.5516458197413682,9.082486279375546,1.0612246913968615e-19,4.0435528917062036e-17
WBGene00008334,C55A6.5,sdz-8,247.3597773299688,4.8540002150707355,0.5430294026347465,8.017982440629153,1.0749616908058405e-15,2.914386522496296e-13
WBGene00008335,C55A6.6,C55A6.6,154.12572712465132,4.974494458088484,0.5964142188811703,7.502326933925737,6.269476229527606e-14,1.4255979981270998e-11
WBGene00008341,C56A3.2,ttr-44,2859.0247030233663,-1.9163034952113498,0.35594882779767484,-3.9789525476858487,6.92195533100063e-5,0.0040492002596036044
WBGene00008356,D1025.4,nspc-20,169.29526897796882,2.0692090875234777,0.42121763495768483,3.725411657280491,1.9499673680359268e-4,0.009531736046977064
WBGene00008408,D2023.4,D2023.4,507.7038626309634,-1.7267268981647872,0.2704724688738646,-4.535496360396199,5.7468169333463595e-6,4.4031861481694007e-4
WBGene00008409,D2023.5,mpst-1,638.1589358914387,-1.385059486787524,0.25526293827389107,-3.4672463334174908,5.258197770074232e-4,0.022531936827509584
WBGene00008419,D2030.9,wdr-23,2526.101702524306,2.206859831080939,0.31193596039296745,5.471827707618861,4.454177640019976e-8,4.867829175891599e-6
WBGene00008436,DH11.2,DH11.2,661.0453223011259,-4.496274065498684,0.4184252284880564,-9.550748361753609,1.2876275672378053e-21,5.339109836152523e-19
WBGene00008446,E01G4.3,E01G4.3,446.92122746321695,-2.4807944394935575,0.39917238366364804,-4.962253203274255,6.968007590675807e-7,6.297113526496636e-5
WBGene00008477,E03H4.10,clec-17,740.5346214114196,4.158347814684547,0.4992944012638884,7.3270355233785764,2.3529947067408987e-13,4.951122294870625e-11
WBGene00008492,F01D5.1,F01D5.1,2146.7807485524318,1.97396626665804,0.34712346775937775,4.246230530514801,2.173969565091956e-5,0.0014734914869551153
WBGene00008493,F01D5.2,F01D5.2,408.7921932085638,3.6672443935609382,0.49128555920484834,6.446850175460402,1.1419857666775641e-10,1.7499690585456843e-8
WBGene00008494,F01D5.3,F01D5.3,571.4171558145107,2.0540855622198606,0.3788308391892031,4.102320617682577,4.0902694459481995e-5,0.002597505344548546
WBGene00008560,F07H5.9,pho-13,961.8374044256101,-2.727382027855115,0.3368064271489214,-6.613240865710267,3.759959118394124e-11,5.955944230462962e-9
WBGene00008577,F08G2.5,F08G2.5,387.5558317291524,2.8650520367056496,0.6061564133485473,3.901719068912525,9.551196792978006e-5,0.0051789527841309205
WBGene00008584,F08G5.6,irg-4,18933.85246337395,4.806549297985087,0.3510054976535349,12.26917904925788,1.3259086372400499e-34,1.168291247988139e-31
WBGene00008593,F08H9.5,clec-227,125.03469273426387,-3.076407443354934,0.6974413822348395,-3.6940845624893206,2.2068036000237208e-4,0.010618265239977616
WBGene00008599,F09A5.2,F09A5.2,151.3187571287868,2.34004449323987,0.549688166444849,3.3474333368689764,8.1563602179097e-4,0.03185273306152104
WBGene00008610,F09C3.2,F09C3.2,75.43248004079658,2.5485645279580016,0.6275596197729953,3.2643345164544217,0.0010972153716010057,0.040178031970989556
WBGene00008632,F10A3.2,fbxa-88,37.77814235216591,3.7713373413193416,0.7675073932419011,4.262287725335682,2.0234467818232198e-5,0.0013847841131137744
WBGene00008633,F10A3.3,fbxa-18,15.857202803129043,5.68579674446986,1.3568963162097762,3.821807666893345,1.3247699815568283e-4,0.006891736974165374
WBGene00008694,F11C1.5,vwa-8,2360.806119508662,-1.6504062432383817,0.22598729628046044,-5.09057925898045,3.5697131922385203e-7,3.4469737386423736e-5
WBGene00008829,F14H3.10,cyp-35D1,2161.121801660566,4.143253650417418,0.43894782673113664,8.299969674184025,1.0413797360088592e-16,3.0586190663026866e-14
WBGene00008850,F15B9.6,F15B9.6,171.5264642021708,2.8921319267731604,0.5230398944817152,4.573517148521806,4.796044050270304e-6,3.756368278928375e-4
WBGene00008856,F15D3.6,F15D3.6,819.3359112927837,-1.4811390898271666,0.2557452867665714,-3.8363916779537375,1.2485522802827177e-4,0.006567944047546923
WBGene00008917,F17C11.6,F17C11.6,214.04179799115394,-3.684554259438105,0.7344357404718179,-4.336055673696213,1.4506221705943822e-5,0.00102254356805198
WBGene00008922,F17C11.11,F17C11.11,979.7616780857248,2.0794400143924516,0.49166348147325395,3.212441179604615,0.0013161209581275682,0.046502940520507415
WBGene00008925,F17H10.1,F17H10.1,398.02974263502097,-2.6876625872861477,0.3032510575247962,-7.214031189676122,5.431930566746818e-13,1.0785824947886851e-10
WBGene00008940,F18H3.4,F18H3.4,562.155850934417,1.7053086772211739,0.33187566540741853,3.631807941511795,2.8144255415779893e-4,0.01327015762045702
WBGene00008988,F20G2.5,F20G2.5,688.6231047830671,3.311858302663068,0.4938914628797332,5.693271728707284,1.2462780329167624e-8,1.554869708677922e-6
WBGene00009048,F22B8.6,cth-1,1682.0060671067588,-6.939913729018586,0.6004503545614132,-10.725139355979714,7.757005836398367e-27,4.556594511731007e-24
WBGene00009049,F22B8.7,F22B8.7,1069.7894441775202,-2.3227715812372622,0.24436341085779806,-7.459265586606107,8.700607249370797e-14,1.916580640650461e-11
WBGene00009115,F25F2.1,F25F2.1,59.557955268589886,3.7139520041986733,0.8079754715711839,3.9777841249918677,6.95604799947571e-5,0.004052329119694568
WBGene00009146,F26C11.1,F26C11.1,94.31626367676637,-2.544144261264907,0.6102241674653754,-3.3498251466431688,8.086258811163921e-4,0.031666687977719155
WBGene00009187,F27D4.1,F27D4.1,4640.110201271531,-1.2421413068167853,0.19942824085146277,-3.7213450996117623,1.9816440703583315e-4,0.009633523484107502
WBGene00009215,F28D1.5,thn-2,217.48783914478196,-5.506338729443431,0.550735473030414,-9.090278318002877,9.878585435348422e-20,3.8685638185428344e-17
WBGene00009221,F28F8.2,acs-2,643.788820514984,-8.31883749334815,1.5091719905720657,-5.180879013255704,2.2084270538204847e-7,2.1925637045606473e-5
WBGene00009334,F32D8.12,F32D8.12,499.81696406268156,-4.470198749665186,0.4813735933396951,-8.247645497378793,1.6154575254223976e-16,4.554944038680992e-14
WBGene00009397,F35C5.9,clec-66,4203.938061254249,3.139134484313553,0.3891449431243165,6.7818804559679275,1.186216137349082e-11,2.0646018647342418e-9
WBGene00009418,F35E8.2,F35E8.2,52.81511247966784,2.155456533157656,0.49022630369337394,3.376923108134786,7.330153820563568e-4,0.029441740331141074
WBGene00009429,F35E12.5,irg-5,108701.0590719049,8.0346981162963,0.4040867367723186,18.64623960806143,1.3547741416762048e-77,9.549802924675568e-74
WBGene00009430,F35E12.6,F35E12.6,5221.271793639063,1.6159320708809344,0.29543850980038827,3.7772058613310397,1.5859763770245103e-4,0.008014012531645714
WBGene00009431,F35E12.7,dct-17,5049.488341613555,4.560900911643204,0.3115711240888047,13.033624099535476,7.877524860101804e-39,7.403823031847683e-36
WBGene00009432,F35E12.8,cld-9,1637.069599749681,2.1759980045030227,0.39713159029971634,4.220258587935909,2.4402224859495255e-5,0.0016460409859768617
WBGene00009494,F36H1.9,hrg-5,9.39445436637789,-6.842669226312045,1.6678089551053832,-3.802995065409799,1.4295720428272155e-4,0.007328766058101122
WBGene00009515,F38A1.1,clec-170,555.5956777665168,-2.288384458353817,0.3703929844528972,-4.828343228464267,1.3767365488798744e-6,1.1981007324758315e-4
WBGene00009518,F38A1.5,clec-166,263.34284173979955,-5.761504142547243,0.7050399928421114,-7.462703103319585,8.476520670156578e-14,1.8968569588550387e-11
WBGene00009526,F38A1.14,clec-169,241.13847291353224,-3.2553518920548297,0.5035113506518512,-5.472273640877652,4.442980769087623e-8,4.867829175891599e-6
WBGene00009634,F42F12.1,nspc-9,87.7408204227136,3.155884107331346,0.672408223455651,3.949809081278311,7.821355411606696e-5,0.004375613833048857
WBGene00009638,F42F12.7,nspc-14,221.365281055322,2.2660927827733737,0.36678752222705197,4.815029617283741,1.47178059664383e-6,1.2651928567978485e-4
WBGene00009677,F44A6.5,F44A6.5,484.8387130278147,-2.9223351080179754,0.46317671697959933,-5.2298291758146975,1.6966674248116919e-7,1.733305605434437e-5
WBGene00009686,F44D12.9,ent-7,303.7055964082122,-2.3064286495227755,0.4009239172139289,-4.5056644713936675,6.616556687477003e-6,5.015065386024236e-4
WBGene00009706,F44G3.2,argk-1,2387.4937099510266,-10.834008858023273,1.5427194646639515,-6.698566456652776,2.10474003155107e-11,3.3718892005462483e-9
WBGene00009710,F44G3.10,F44G3.10,76.68313744982343,4.8895395807876705,0.8697340588686082,5.046990555363319,4.488235284479446e-7,4.1904066914298826e-5
WBGene00009787,F46F2.3,F46F2.3,524.5963233729478,2.7976188867053504,0.680034002882123,3.3786823555404175,7.283410993074742e-4,0.029337579480105062
WBGene00009888,F49E2.5,F49E2.5,7451.662969655123,1.0683012396457665,0.1499096862757803,3.79095743420005,1.5006767387689963e-4,0.007619715669994179
WBGene00009918,F52A8.5,gcsh-2,1563.0722734127264,-1.2536863042209554,0.2230462697717225,-3.37905809853856,7.273463533592521e-4,0.029337579480105062
WBGene00010019,F54B8.4,F54B8.4,316.27848962817683,3.2985986965803864,0.6920180607525354,4.044112220910895,5.2521759386344315e-5,0.0032619020432981594
WBGene00010034,F54B11.11,F54B11.11,319.253743323612,-3.7459941916397326,0.3887139560214622,-8.350598534878717,6.7917905278151e-17,2.037248145981644e-14
