wbps_gene_id,wormbase_gseq,wikigene_name,entrezgene_id,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine
WBGene00000550,F55H2.6,clu-1,176341,12.7027487353779,11.9877964857914,12.9692402116994,11.6250452281086,12.7034332836858,11.8143182282904,12.8187183599317,11.3638420392127,12.1845405340322,11.4364185309076,12.8784874633795,11.7050994233569
WBGene00000556,R09B5.3,cnc-2,178637,2.93003856725249,3.66719330847215,2.91381875655995,3.1571851772658,2.96431140644121,3.12454456310105,2.9013821751109,2.94309041913183,2.97177648229554,3.08354846442558,2.90347504018045,3.35909142003227
WBGene00000558,R09B5.9,cnc-4,178635,5.00859421536338,6.98647579284413,5.10775752059976,6.32086557011822,5.52095745371083,6.65262080458426,5.38081368546729,7.03360742755508,5.2881012734931,6.86415942539315,5.55055023058921,6.15223173253242
WBGene00000615,F54C9.4,col-38,174370,10.4462143266052,5.36313420637026,4.00336168152655,6.00091000543276,9.85062364434408,5.73738562891549,5.79089518207364,3.55917391505142,12.2774437207936,4.75104143990121,4.27700662106939,3.63027992830202
WBGene00000626,K09H9.3,col-49,187239,8.7455664989225,5.0397602020213,5.52193025240078,3.6804011121601,7.88106605493547,5.02685244141171,4.25691583161042,4.26639660621331,10.6729458625464,4.97751517122076,4.9892119432614,3.84594543542305
WBGene00000647,Y49F6B.10,col-71,173695,11.3367802527484,7.17040362207255,6.81325477275124,7.38411474542682,10.4681778636062,6.20772948418585,6.94225847870258,6.3668334543526,12.7804319539223,6.80492425059813,6.49195460051766,6.89076805034361
WBGene00000673,F14F7.1,col-98,176724,9.86289922778827,8.81930847133415,5.67317705533077,10.920209839129,8.53173574985508,10.8167451544285,7.29833838007754,9.00136289041455,10.2113064025092,9.14508674670399,7.367226422288,10.7865810832924
WBGene00000677,F56B3.1,col-103,176901,10.0560156723626,8.53233383677526,6.17052206491616,10.8894063075233,8.74836849820604,10.6259071009119,7.23098271595402,9.42852135637055,10.4050076252221,9.33667374289446,6.94079200797099,10.8693664617373
WBGene00000684,F19C7.7,col-110,177225,9.42157981453609,6.97954748777593,6.14232060173521,6.12854531313016,8.68972503980983,5.07050459555779,6.55042518232042,6.59364749843918,10.5582617995573,6.37601892743867,5.82453577175244,6.42225943193102
WBGene00000711,C52D10.13,col-138,183722,10.2710731429604,5.02724470781203,4.24869098250204,5.72989210726261,9.41780162621065,4.02746380910609,4.10076900449995,3.42642954973876,11.8100641546929,3.856251301728,4.34107800323583,4.46323502155934
WBGene00000748,C35B8.1,col-175,24104282,9.43806420334477,3.34846676885867,3.46370954107701,3.2760462847433,8.49797446715665,3.63578152987663,3.23417875324323,4.12940219253299,10.8302058392358,3.48711706771084,2.86328904764762,4.6035726291007
WBGene00000749,ZC373.7,col-176,181219,9.42164182260493,6.42420220900652,5.56669128853295,10.1405380893945,8.19459515822692,10.3958421062606,5.4849560042126,7.6785948956926,10.0858245390958,6.43270635407824,4.90591902458576,8.67357618314815
WBGene00000772,B0414.5,cpb-3,172244,8.92275470528556,9.26140042719683,7.24340887015008,8.80500781077213,8.7668651808911,10.0167971946214,8.011071000971,8.87334339379807,9.49994416121391,9.57346417712075,7.64178819686287,9.28106217183195
WBGene00000777,F43G9.9,cpn-1,172660,9.3449690504772,9.80436305761391,8.48726508259605,9.34090733282699,9.20138102513226,9.95494909819884,8.55470612113432,9.67554331265088,9.65988225150071,10.1002548901816,8.27511357739926,9.29058602191185
WBGene00000781,C52E4.1,cpr-1,179637,13.0870986201479,11.5063325236747,14.5615999575223,12.2295748750722,12.5885618225214,12.0947346627783,14.561945878795,11.6505003828001,11.7718208030439,12.9579309473261,14.9902973776506,12.2437805375479
WBGene00000783,T10H4.12,cpr-3,180033,10.918766210794,11.2208835840314,8.91343814903097,11.5721803776,10.3879614574295,11.4258841794714,9.65203849404479,11.8324405179164,9.28740422962687,10.8535430434912,9.94218735715731,11.681504945419
WBGene00000785,W07B8.5,cpr-5,178612,14.7639325865192,13.5156822193533,14.9937008436744,13.7039800756852,14.1160101961469,13.4547845087182,15.1180686765648,13.1266110935065,13.2285762573847,13.7696848592481,15.4950770384922,13.6693082047056
WBGene00000835,ZK652.11,cuc-1,176102,10.4276284659378,10.3001637559497,11.0366809926383,9.81203946349943,10.4374673772406,9.75003060393097,10.8835380400023,9.82572524451387,9.80664052418739,9.53554219540358,10.7654004590654,9.36486936764402
WBGene00000929,K07E3.3,dao-3,181065,9.08318936253393,9.29195109695796,10.5948636592002,8.90157656448443,8.90205033225551,8.88415163795936,10.3976146125975,8.78021732790134,9.35287171668013,8.43105026534534,10.6481799871328,8.35777105112219
WBGene00000988,F09E10.3,dhs-25,180486,9.84953034060295,8.17254722045689,9.62218885275258,8.80208843456621,9.37222753655598,8.50713294090198,9.56068701599848,8.66500093754074,9.25335745348663,8.22413986254907,9.68513484451177,8.70208314127349
WBGene00001068,F16F9.2,dpy-6,181099,8.17865566329169,5.87226231354617,4.99721068329933,9.46543144215398,7.84998113759289,8.71049503486535,5.86589151987239,7.71351454120456,8.82138676189748,7.440388481987,5.30337531945508,8.88053243352791
WBGene00001155,T05G5.6,ech-6,176376,12.5029874975206,11.2404644679531,14.2305040624834,11.2763711557933,12.4361481891853,11.4492392105816,14.0153553294891,11.0323942830989,12.0570400884364,11.077012999119,14.2509786602479,11.297703959084
WBGene00001188,W08D2.1,egl-20,177821,3.42458365506032,3.5226501312675,3.94058929856896,3.3131675371702,3.72351504283949,3.35409210465186,4.01175398683666,3.31567443935743,4.96764413800794,3.46171696128119,3.36644798183214,3.32480672550996
WBGene00001239,F56H11.4,elo-1,177787,13.5582828844014,12.2391343373215,13.5801096865435,12.1644487620458,13.4189197999829,11.8677772796328,13.5018967768727,11.6741497853862,12.6588557866882,11.8353397780727,13.612504782512,12.2095303192334
WBGene00001387,F15B9.1,far-3,179785,4.28011611579841,6.59919969523412,4.33296320541147,5.87527984416881,4.48702700783277,7.43994054385013,4.38925335304709,6.89039443773415,4.84075924713642,6.17237732477274,4.26111428717274,5.29916235208056
WBGene00001393,Y67H2A.8,fat-1,178291,12.9558627695815,12.0988528175386,13.0513570238817,11.9768840600291,12.5487529704973,11.7863411498262,12.8902866547788,11.5219132814492,12.2415434405613,11.7434722300992,12.8615064964623,11.9634381050279
WBGene00001397,W06D12.3,fat-5,180162,5.02977445933241,5.67507330236113,10.9032330126687,3.72730010205249,4.19160710255862,5.02742235464257,11.0561913177614,5.75925126699029,5.34545624627253,4.8101173393969,10.9212289652469,4.33975536254659
WBGene00001398,VZK822L.1,fat-6,178122,11.7445047026266,12.2270634619379,13.2532106261671,12.0709925634458,11.2944238366426,11.8858766060854,13.4124047838234,12.0175387610844,10.8581369342038,11.5794505515001,13.5641179489316,12.1416876934951
WBGene00001399,F10D2.9,fat-7,179100,4.23820003721813,4.37477049367843,5.45370268981019,4.8806656006103,4.23585801336645,5.43012695721418,5.53142942835941,4.63043444325244,4.31546404005228,4.81924625798994,5.62758737570175,4.72252543632393
WBGene00001404,K07A3.1,fbp-1,266822,11.4861159210487,10.7391700434306,11.9258828986624,10.8172567026607,11.3688776693981,10.8115571906578,11.8181133690941,10.3445670616246,11.1816719597273,10.5754253104374,12.008297394392,11.1214248547594
WBGene00001481,Y54E10A.4,fog-1,171895,8.54552452432169,9.36549491442377,8.13208510223646,8.59453783786843,8.52429373125434,9.52107183213913,8.49461725791886,9.14163247383632,8.28953064272316,9.85306751317646,8.10780281550691,8.86874796373042
WBGene00001527,F37B12.2,gcs-1,174438,11.9363388392739,12.3560540425711,11.0481480788885,12.8748737254328,11.2935365379888,12.0797059589244,11.086425408448,12.6190040746285,10.9337977595547,12.1857788671841,10.8532031474329,12.4729717113925
WBGene00001564,C05E4.9,icl-1,178583,13.8209066995129,14.4159917216776,15.1944979126424,13.7870388603274,13.8884570102547,14.1720863584326,15.4941247645384,13.8718228430279,12.5973197066732,13.5323289507231,15.3094330668979,14.0059431277147
WBGene00001566,C28C12.9,acdh-13,177654,9.81290770895254,9.86907104665554,10.046487978927,9.1449378886625,9.92669018400527,9.54638839305337,9.92134414024266,9.0258145745743,9.73559476625548,9.36756158250912,10.2413548526795,9.23159073533435
WBGene00001577,T12A7.1,gem-4,178108,5.89993931811184,7.72743461623062,6.60450140418029,8.01801415093175,6.49131967358026,8.62425278228311,6.80826717932578,8.97718710988956,5.84456340210621,8.80534699674322,5.08760287886418,8.37264732141753
WBGene00001602,C45B2.5,gln-1,180875,8.95898106975121,7.79375009484337,8.54334848498181,8.12407977365591,8.97910023792749,7.64203867777398,8.6418930765977,7.62991110989328,8.33092651240294,7.40896131884545,8.61272813954061,8.12052469747151
WBGene00001604,Y105C5B.28,gln-3,178452,12.8147624122837,12.4143854564802,13.4128467421568,11.960808074263,12.6030152519877,11.7625819260606,13.6037227190067,11.710253892908,11.9313371575013,12.4516018229715,14.067591929198,12.7812136542768
WBGene00001623,Y53C12A.2,glt-5,174530,5.56021300692029,4.79064470751062,5.69588451703514,5.41240619639606,5.57451879459083,4.94542856060667,5.2713080688638,5.23359360802877,6.12810655239853,4.64034893866491,5.09764457739848,5.25975871107426
WBGene00001684,K10B3.8,gpd-2,3565504,12.4437342320328,11.8915788826859,12.9578877047962,11.8763704885507,12.1829157034054,11.7268792778328,12.8232940900017,11.7796573632742,12.1360096502824,11.9702059167471,13.0546539054911,12.0054990050585
WBGene00001749,R107.7,gst-1,176281,12.8200891571932,12.8417959302196,11.7602424373477,13.2822970467679,12.4640407601083,12.2110053557969,11.6574192395523,12.8509184549009,11.6317448840148,12.902229733238,11.5533503636723,12.9749727689286
WBGene00001753,R03D7.6,gst-5,187537,11.2692438777461,13.0077616217987,11.6621707892838,13.344210014772,11.0934864030275,13.254469963586,11.2200396130503,12.6574203018417,10.4387607180321,13.1863204145739,11.5369392620953,12.9217357869902
WBGene00001755,F11G11.2,gst-7,173842,12.8547239029853,13.515204329514,11.7549836391842,14.1102991325079,12.1331861712586,13.4805958403951,11.1630054471297,13.4995392200993,11.3516253101574,13.4615517929606,11.3178748237011,13.560115932437
WBGene00001756,F11G11.1,gst-8,184364,5.54113126851184,5.5310252412245,5.09180144560105,6.05747034965105,5.43489177253536,6.04500478170121,4.9324077368917,5.50887539859618,5.08903907056761,5.98837490682256,4.71833359690533,5.78739132811753
WBGene00001760,F37B1.2,gst-12,185408,4.9320946719166,6.19698581122635,4.62972280766879,7.1646950109212,5.10654793706033,6.56916189848014,4.80717854194723,5.30408515272538,6.03040141584166,7.01220179198802,4.48345120745602,6.7030069304982
WBGene00001764,F37B1.5,gst-16,175009,6.80537148846122,7.32056548141908,5.53448470596237,7.21487491041967,6.45492022646557,7.28586795535416,5.61422029589894,6.85530215321165,6.27886494991669,7.5035753223421,5.94057932234768,6.94522114161668
WBGene00001768,Y48E1B.10,gst-20,175008,10.0899525196809,9.84014825045753,9.05329323539481,10.4878542605543,9.77370052695303,9.91341625272496,9.06849570743048,9.84043224969122,10.0576725885985,10.4339562642645,9.07301669495463,10.1724936494739
WBGene00001778,ZK546.11,gst-30,191347,6.46661199389067,5.84286183369755,4.48368412905129,5.82838963790031,5.14629553409508,5.38095210799737,4.39846568109736,5.34535860123384,5.26003718252077,5.124534296775,4.41382678845274,4.84676356090379
WBGene00001786,F35E8.8,gst-38,185299,12.0743098892609,13.5933408470699,8.85488547746322,13.9972438748215,10.8081347310118,13.5140468734824,8.60832043413803,14.0106167625959,10.2206745393163,13.3676485579129,8.54006155294793,13.560663112857
WBGene00001788,F56B3.10,gst-40,176900,5.10323890701876,7.90077274871801,4.550998525453,8.74749232345919,4.99733257750537,7.78587647726273,4.63796724880208,7.36653045224239,5.5901682150578,6.09081023231027,4.74734620956336,7.09022893336194
WBGene00001843,W06D4.1,hgo-1,172726,10.6406256299213,9.43654942544744,11.2227058148517,9.91878506387811,10.7065644180257,9.32412253610524,11.0176606450236,9.49751650920154,10.37565292867,9.38153877870315,11.0631039144404,9.58327075997103
WBGene00001854,F22F1.1,hil-3,181073,8.8779827963378,9.1903248119311,10.6058071773526,8.58226914420947,8.45130893182344,8.38226861986101,10.5398425939357,9.07257846616145,7.86733385657074,9.58054904300081,11.0984584808571,9.4016686380999
WBGene00001973,C32F10.5,hmg-3,172250,9.51960982357688,10.132087570876,7.98251661439857,9.66923274639737,9.62945075125204,10.5753707895826,8.75948966862465,9.5453975595852,10.2730759983875,10.372156728641,8.37073570511418,9.83483738454084
WBGene00001986,F43D2.4,hot-1,179966,4.65167791004176,4.28167306935698,4.66553244361001,4.69950899672402,4.7263669011308,4.30205752812073,4.74555423476469,4.46402618586246,5.329235270612,4.17775722694728,4.39022525803298,4.66607715000691
WBGene00002016,Y46H3A.3,hsp-16.2,178659,4.53284016023238,4.91985836942171,4.0327875847064,4.59162917266444,4.18757090369598,4.04703546236755,4.05786018643607,5.14198213580903,4.36086208594962,4.47915050159091,4.00274852867357,4.94484362378672
WBGene00002021,F52E1.7,hsp-17,186113,9.459156834768,9.61732820661462,9.07260107373307,10.0101956589106,9.14531593049675,9.21569564625193,9.06414335004095,10.2523759418668,9.11811882914636,9.33524451470711,8.95555848220793,9.75810053435236
WBGene00002025,Y22D7AL.5,hsp-60,175316,13.3467288441249,12.4935429465983,13.4194231649969,12.1966463317096,13.2454721906606,12.3236230316879,13.3715596427986,11.9401680175901,12.8698966531692,12.0861014253162,13.4038268228891,12.1964646907745
WBGene00002055,F37B4.2,ifc-1,178747,10.8458062608858,9.22892348385489,11.551715968269,8.62691612986848,10.4465226575277,9.1669807737577,11.3756482442575,8.37756253551972,9.81338997335338,8.64253822289947,11.6734649252688,9.39426585320441
WBGene00002183,T02G5.8,kat-1,174161,12.0753903740422,11.5486087137648,12.7028789008892,11.6059637230245,11.9325665886753,11.6582099338944,12.4886971623623,11.3109259939426,11.7490129064507,11.4580173684602,12.560603141815,11.7474969840821
WBGene00002255,F40F4.4,lbp-3,180615,11.2869887746357,9.54769517445528,10.7781323133928,10.1562856506874,11.3704923474892,9.79769589839375,10.6927961641908,10.001818540942,10.4098002117781,9.75790915515602,11.0734395553308,9.92765698285456
WBGene00002257,W02D3.7,lbp-5,191700,10.2102836975279,8.94345664441086,10.3921069713796,9.28215580504682,10.1032066687706,9.58870672921164,10.1498065105792,8.66221358857829,9.38076198039919,9.00148646520953,10.2591881241796,8.82289929867673
WBGene00003091,Y22F5A.5,lys-2,179429,13.90664449034,14.1356631513767,12.4760139188258,14.8656031359392,13.1700513516011,14.2098243171415,12.3517732199361,15.3685373542098,12.1972099339573,13.4305942320051,12.6294837885086,14.5461534405085
WBGene00003093,F58B3.1,lys-4,178086,12.2269315409888,7.55655826840117,13.5664112118175,7.14227338779196,12.0792853344844,7.68398175955436,13.5073822175766,5.37641463269626,10.850222640658,8.10602200429806,13.8034165487736,7.07914940771264
WBGene00003094,F58B3.2,lys-5,186491,6.05818035350415,4.27465565401029,5.67797689691331,4.21172325768789,6.18194308292107,4.32861582783517,5.6510046414771,4.2193814915791,5.45676526939682,4.2985769771178,5.56923868531987,4.24664860311341
WBGene00003095,F58B3.3,lys-6,178087,4.42966433887968,3.78235400125267,5.40510444576885,3.74527253777105,4.08213670607988,3.81533527270452,5.14692797827912,3.74969659586937,3.92393928422701,3.79685160342865,5.3054036060516,3.92930113446571
WBGene00003214,C05D11.11,mel-32,175915,13.1136041291083,12.5882581453772,13.9211845891105,12.595463414655,13.057904536842,12.1720044971636,13.8527258931489,12.4320724747405,12.3594274563299,12.3822094086577,14.2984792555341,12.7128049476158
WBGene00003413,Y43F8C.12,mrp-7,180289,11.2553011929115,11.5000832172115,10.2316452723103,11.9239641940674,11.0586833125199,10.9018083953959,10.3357591004272,11.6064453102825,10.6597761717258,11.3892538076106,10.422040440274,11.728283496939
WBGene00003473,K11G9.6,mtl-1,179060,4.68159611354382,6.29503214065937,7.94183914178275,7.49547163613381,4.50338984724179,6.09705720886922,6.92700066510371,7.97513290828581,4.53896264215993,6.72784286825314,6.73223893635752,6.94455739837448
WBGene00003511,F46G10.6,mxl-3,181457,8.29036560189411,7.0455854147894,9.66804873872395,5.26026923475328,8.14187570850837,6.85848020663673,9.66058351975661,5.9094147234626,8.15845096903851,5.7038861490915,9.37594797183529,5.18382905888183
WBGene00003528,C37H5.9,nas-9,178875,6.01891717753013,5.04049172068966,4.61096445155976,5.67280848823135,5.45102431852941,6.72534295392996,4.7804542683581,5.26519358137403,6.24629663041978,5.13183714713942,4.58557635844308,5.99693785301148
WBGene00003611,R04B5.4,nhr-12,179403,6.80100554723231,6.78289969619991,7.70744079441439,6.09827974561028,6.8132209012924,6.39858997393237,7.4325499497365,6.61700663485345,6.5635833912865,6.14860195113364,7.48959123044213,5.70699790842062
WBGene00003647,T05B4.2,nhr-57,178813,5.19854858655728,4.6655069956714,5.84863459786887,4.71428990397742,4.77865287102104,4.69309755238901,5.43302139410145,4.61490281454961,5.06871642697297,4.79537459927509,5.35416078220286,4.8777003282352
WBGene00003658,H12C20.3,nhr-68,179589,10.4858146734811,8.22596129570428,11.2398331627556,8.14460219755385,10.6907685588921,8.59356117807901,11.0808562722429,8.16490581700169,9.93414322739336,7.81624631604106,11.2423736252594,8.60238193714913
WBGene00003691,H12C20.6,nhr-101,179588,6.72581448019679,4.87762798271963,8.04425480540035,5.74974000520175,6.67868282293262,5.72490987095588,7.76281270300184,5.99535324801021,6.43527622077251,6.30296211629408,7.89817306115049,5.72711968427111
WBGene00003704,Y45G5AM.1,nhr-114,178821,10.0246186017918,9.03053332844073,11.5542173573426,8.65383648943917,9.5248132569387,8.40255086354617,11.6887926819646,8.84681973563035,9.25259678501827,9.04601937633734,11.8009214246259,9.28328187129612
WBGene00003734,F58E1.6,nhx-6,186511,4.6974868546803,5.6035207912819,4.2957167362966,5.34514865709177,5.12550819271137,5.1087981211387,4.24187867716788,4.62535277403085,4.27511198244911,5.30079684748212,4.25129362830326,5.21643924195623
WBGene00003766,B0213.3,nlp-28,181845,4.38944758500373,4.95974516115863,4.21485807806282,5.02815251744464,4.56502409763484,5.12756436711301,4.26356173902006,5.02181793013184,4.68113245714181,4.54759094226745,4.18398527792181,4.91486757938645
WBGene00003767,B0213.4,nlp-29,178805,8.07036275210536,9.20849841155523,5.65504227232605,8.13655241333373,7.64813550246668,8.97588367905947,7.09052336096584,8.43536131434357,8.02760509098241,8.56190120394695,6.96123170756516,8.4266547678224
WBGene00003769,B0213.6,nlp-31,178804,8.07063873932164,9.44728663255217,7.46703162950731,8.80535260172316,8.0568837968419,8.96492233597183,7.61593514316359,8.81960999161102,8.82962973241693,8.64131083215531,7.34549588550434,8.96279730733319
WBGene00003816,F25G6.6,asns-1,184935,9.42009051359753,6.04003889761155,8.06981723220632,8.17900482345677,9.68332048050421,7.47408874755228,5.9888053829341,7.64083032097732,9.7873557229796,7.3099332468891,7.69863921553817,7.12189358857464
WBGene00003844,K11C4.4,odc-1,179079,11.0417458783853,9.74674198592989,12.0516576658058,10.1158664444328,10.7755488821171,9.41004644632247,12.0991908631949,10.5534068087009,9.53569687185812,10.198749485662,12.0520148648503,10.1709733608843
WBGene00003891,F11C7.5,osm-11,181772,10.8732798116864,10.9169393265016,10.1738693721919,11.2954212503121,11.2550933426729,11.1132536121195,10.4543133332358,11.2960332990759,11.8036117000952,10.9247759140244,10.0637261626702,11.6830024105093
WBGene00004007,F22E10.2,pgp-13,184845,5.57280433409572,4.68686063958722,6.41046260326233,5.73374848416181,5.26283372236047,5.05737631391101,6.91093741378299,5.92104869727184,5.64933378114139,4.71989545344481,6.96165330231682,5.5997898445472
WBGene00004014,Y37E3.9,phb-1,171768,12.6139113863712,12.3135878257498,12.8207798512983,11.9026965793375,12.4790545784512,12.339516318,12.7212315850038,11.7203362689608,12.2414536946859,12.1349060815375,12.8863618597744,12.0416902346728
WBGene00004053,ZK1005.1,tank-1,178623,10.9198294194352,11.1657778260545,10.7141136211832,11.9007759829801,10.6683931459661,11.5153395088201,10.7152106593454,12.0694336728141,10.3005676669399,10.7232069836707,10.6390011253393,11.5918025916428
WBGene00004062,T10H9.5,pmp-5,179056,11.6222491295535,8.89036180219329,13.9465112945007,8.39192193500697,11.819281132602,8.65848429635961,13.8136062613256,8.34552425580362,10.4759179273478,8.89579913660308,13.9483165573709,9.21410628216207
WBGene00004064,H12C20.2,pms-2,55285961,8.51748818020396,8.4676470794315,8.69938267047201,7.76762331376669,8.61694044741902,8.37410978912732,8.75654996225789,8.01095624363459,8.56877687803476,8.55472666698723,8.69461102921094,7.89149614994059
WBGene00004103,C09G1.1,,NA,3.46418561215155,3.17540754287522,3.11158048763719,3.65808842993801,3.33164969588275,3.30437423454568,3.1000466493556,3.32059224753951,3.44411353170165,3.19283393555777,3.101974766779,3.15582783727633
WBGene00004144,R11G11.7,pqn-60,187826,2.75530096841148,2.76814109319509,2.77183371550639,2.91511843274339,2.75461688053437,3.02161346775676,2.75482001478057,2.75835651990639,3.93266230176774,3.33600826438676,2.75773047930694,2.89361530563605
WBGene00004174,ZK1067.7,abu-14,174464,11.4925713916431,9.05432113952081,11.5354883340553,10.91224103568,12.0315118236594,9.95053335278511,8.42824561217547,10.9134664187167,11.956443854245,9.57206044604451,9.95847428882546,10.121936501119
WBGene00004182,C06E8.3,prk-1,175980,7.70300527020278,7.46787431860399,8.60417874294297,7.38076376420677,7.25534495000737,7.40887950737166,8.66706340842988,7.46306992050976,7.84966767113078,8.00934657863013,8.46042343650438,7.64056146693063
WBGene00004208,ZK675.1,ptc-1,174274,10.2890989883793,11.0432136178847,9.78078405059711,10.9419525525001,10.2371125417691,11.2834438857078,10.1488234663801,11.2117766303582,10.9757304043772,11.400535592005,9.81448611671097,11.267567542791
WBGene00004236,Y80D3A.7,ptr-22,191753,4.68556712174244,5.71071829715717,4.6865131198403,6.05599143523267,5.03107674206342,5.49496622947779,5.05316601609153,6.0839017776439,4.91422671043724,5.04944935662089,4.74534770533592,6.09833008018582
WBGene00004258,D2023.2,pyc-1,179616,12.7103497134092,11.9528807957564,13.3062694288244,11.8079450565536,12.5563928980664,11.6746458831094,13.4515953869723,11.4420650201084,12.3235163071752,11.2900112617445,13.5094150989051,11.963306520587
WBGene00004394,Y57A10A.11,rol-1,174857,9.2545323515974,4.427912769909,4.1332717760208,4.76512303313725,7.95949729433534,4.58630825544161,5.29682424446697,4.74503339003889,10.7047522981175,3.87240445155446,4.89727201050315,3.54161521121632
WBGene00004778,K02F2.6,ser-3,259744,7.01562964418079,7.62463121568555,6.67741020332941,7.4275709562943,7.33647698305935,7.49387235100103,6.37949778780323,7.64555631324693,7.15922025598801,7.1765523306421,5.56668337557934,7.67784937382256
WBGene00004798,F43D9.4,sip-1,176471,8.53644206745562,10.1409210423985,8.47956520767083,9.89052259139518,8.63238281102826,11.3898432020455,8.46166031368349,9.93340741868562,8.83710171546,10.7176173823053,8.73543708236342,9.66661953738494
WBGene00004989,T08A9.8,spp-4,188266,11.3530262797874,8.75859842515105,10.5781798834234,8.84642454026858,11.1447660758278,8.97085077820789,10.1369160832248,8.08654356736311,10.0731741994565,9.16039277712318,10.1330697997273,8.83996791757584
WBGene00005002,C54G6.5,spp-17,171681,11.997147989634,11.2651557936482,12.3401061960725,10.6840479171071,11.2846219227455,9.77435154711452,12.5656862860378,9.85538438497117,10.5932077641296,11.0146564804336,12.8914720036908,10.872307161366
WBGene00005444,T05E12.7,srh-237,13217708,5.3307962763776,5.76768466017032,7.83745662239955,5.185490782982,5.85416751996714,4.55802917464088,7.67973396239775,5.20590459757381,5.34502013006776,4.48162764483667,7.72942240770808,4.8186857714485
WBGene00006220,T01B11.5,str-176,13197055,5.34928134754264,5.30260454657973,4.5047656141173,5.48991364373516,5.04524659357595,6.03445122790064,4.43223873809114,5.00612601023283,5.48865930182296,5.0450627691589,4.4451104302984,6.07204108261012
WBGene00006404,C31C9.1,tag-10,175011,12.2565023013996,10.2584167703125,11.7508987669848,9.99738134978544,12.374441755273,9.84350673569134,11.520458649015,9.47467296952923,11.6920453869226,10.2796212010425,11.7473637323545,10.6302215774922
WBGene00006418,B0222.4,spl-2,181859,10.4641967800559,6.70261659059625,7.29972098943151,7.79823605048715,10.1489591529651,7.69261186458688,6.92005462670352,7.48373043917019,9.5789916660417,6.28237605264943,6.48482192377184,7.53526109130001
WBGene00006431,C02F12.4,tag-52,180657,6.99519893065341,7.71880115604098,8.456048246638,8.66431969896171,7.2403752881828,8.22500860312167,8.53942668179067,9.10582946833983,6.59722114046757,8.74835482736377,8.23392333247985,8.86116577904985
