Term,Expected,Observed,Enrichment Fold Change,P value,Q value,logQ
motor neuron axon guidance GO:0008045,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
SNARE binding GO:0000149,1.8901006711409396,3,1.5872170439414115,0.0,0.0,70.0
nucleoside-triphosphatase regulator activity GO:0060589,3.780201342281879,6,1.5872170439414115,0.0,0.0,70.0
calmodulin binding GO:0005516,0.6300335570469798,1,1.5872170439414115,0.0,0.0,70.0
regulation of postsynaptic membrane potential GO:0060078,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
protein heterodimerization activity GO:0046982,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
condensed chromosome centromeric region GO:0000779,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
regulation of synapse structure or activity GO:0050803,1.8901006711409396,3,1.5872170439414115,0.0,0.0,70.0
nematode male tail tip morphogenesis GO:0045138,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
extracellular ligand-gated monoatomic ion channel activity GO:0005230,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
anterior/posterior pattern specification GO:0009952,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
embryonic axis specification GO:0000578,1.2600671140939597,2,1.5872170439414115,0.0,0.0,70.0
aminoacyltransferase activity GO:0016755,0.6300335570469798,1,1.5872170439414115,0.0,0.0,70.0
proton transmembrane transport GO:1902600,1.8901006711409396,3,1.5872170439414115,0.0,0.0,70.0
protein serine kinase activity GO:0106310,3.1501677852348995,5,1.5872170439414113,0.0,0.0,70.0
vitamin B6 binding GO:0070279,4.410234899328859,7,1.5872170439414113,0.0,0.0,70.0
actin binding GO:0003779,3.1501677852348995,5,1.5872170439414113,0.0,0.0,70.0
structural constituent of cuticle GO:0042302,10.080536912751677,15,1.4880159786950733,0.0006042670153473662,0.0021527012421749922,2.6670162385823946
cell projection GO:0042995,18.901006711409394,26,1.3755881047492233,0.0009121038837814784,0.0032092544058977945,2.4935958538929155
collagen trimer GO:0005581,8.190436241610739,12,1.4651234251766874,0.002433035274538395,0.008456281137115154,2.072820586927198
synaptic signaling GO:0099536,7.560402684563758,11,1.454948956946294,0.003869405496856241,0.013286512850650948,1.8765889880897793
actin filament-based process GO:0030029,6.930369127516778,10,1.442924585401283,0.006152734431887825,0.02087534896533369,1.680366255846657
protein-DNA complex GO:0032993,10.080536912751677,14,1.388814913448735,0.006319693369624869,0.021189560121683385,1.6738780588016398
zinc ion binding GO:0008270,15.750838926174497,20,1.2697736351531292,0.019809404825379635,0.06564744622364181,1.1827821639012754
reproduction GO:0000003,15.750838926174497,20,1.2697736351531292,0.019809404825379635,0.06564744622364181,1.1827821639012754
