WBgeneID,wormbase_gseq.x,wikigene_name.x,wormbase_gseq.y,wikigene_name.y,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine
WBGene00001454,K02G10.4,flp-11,K02G10.4,flp-11,7.58997384717848,7.28519307331527,6.36534636578595,6.76958449794228,7.15169239910079,6.76179982558615,6.17203571415997,7.34106189590339,7.78985604415395,7.33401162762035,6.01924994353162,7.03354265986097
WBGene00001546,F22E5.3,gcy-21,F22E5.3,gcy-21,4.36152557402288,4.33029823245663,3.88133829391354,4.26017919837545,4.50722726979835,4.29899938924125,3.84955062276831,3.94362867747066,4.95948047076162,4.81911363636936,3.85500295248566,3.8649849829323
WBGene00001564,C05E4.9,icl-1,C05E4.9,icl-1,13.8209066995147,14.4159917216765,15.1944979126379,13.7870388603294,13.8884570102561,14.1720863584327,15.4941247645328,13.8718228430294,12.5973197066821,13.5323289507264,15.309433066893,14.0059431277155
WBGene00001595,T23G11.3,gld-1,T23G11.3,gld-1,9.61341611665886,10.1613517110335,8.41577050649071,9.94187073193266,9.45117646638164,11.03701434196,8.79165981878,9.15528756618371,10.7785784460616,10.6869860429398,8.14875906089162,9.76584495319175
WBGene00001597,T07F8.3,gld-3,T07F8.3,gld-3,8.46143412333153,8.93542844043913,7.29525785012032,8.27345389956133,8.30251876851969,9.33605740437018,7.61926426218793,8.36131217577817,8.88294325897957,9.23098009299477,7.34819590092388,8.36315040375817
WBGene00001599,C55B7.1,glh-2,C55B7.1,glh-2,8.44816245672217,9.03773646640999,7.47548932868245,8.37211860061254,8.48254382200298,9.79933125229643,7.7635419554447,8.49383494858317,8.72674763153272,9.28172768671733,7.2758174019354,8.61241279637468
WBGene00001601,T12F5.3,glh-4,T12F5.3,glh-4,9.93047757509538,9.89650847614279,8.626727791037,9.84719149303571,9.8819141661547,10.7556196540739,9.0083337131555,9.26343814640264,10.3872374398477,10.1559808224062,8.2570154185552,9.37933318940344
WBGene00001616,ZC196.7,glr-5,ZC196.7,glr-5,4.41847203697324,4.35651031985952,4.20088862937533,4.36720101078319,4.75333064741353,4.25655198145858,4.15446581515491,4.43504295802025,5.33030909296564,4.28620302817681,4.07654064204538,4.32018469813332
WBGene00001678,Y95B8A.5,gpa-16,Y95B8A.5,gpa-16,8.48944981798333,8.16450658823871,7.20308827584762,8.03353163248685,8.3614445711552,8.65780897305302,7.46395751789139,7.98225595517092,8.48748817245249,8.38802914317928,7.13941632416456,8.35317107034179
WBGene00001692,W05E7.1,grd-3,W05E7.1,grd-3,7.48649357448529,6.12349390896293,6.19769775130602,7.23118281622647,6.90037415022362,7.26182348032221,6.12550789704195,6.74236436140852,8.03311961704837,6.44330689723212,5.30373000395104,6.92554438690794
WBGene00001710,C24G6.7,grl-1,C24G6.7,grl-1,2.93393676579926,2.9625512283021,2.88850679137141,2.94806079105427,3.15183820228322,3.35532933270306,2.87492923066371,2.91900286592322,3.78734853212972,2.88917535725212,2.87722309475449,3.09373197145597
WBGene00001764,F37B1.5,gst-16,F37B1.5,gst-16,6.8053714884604,7.32056548140946,5.53448470599849,7.21487491041156,6.4549202264725,7.2858679553452,5.6142202959339,6.85530215320986,6.27886494992825,7.50357532232989,5.94057932236956,6.94522114161325
WBGene00001778,ZK546.11,gst-30,ZK546.11,gst-30,6.46661199387152,5.84286183368982,4.48368412909291,5.82838963789255,5.14629553410638,5.3809521080015,4.39846568114829,5.34535860123856,5.26003718252807,5.1245342967872,4.41382678850183,4.84676356092722
WBGene00001786,F35E8.8,gst-38,F35E8.8,gst-38,12.0743098892598,13.5933408470623,8.85488547748354,13.9972438748125,10.8081347310175,13.5140468734751,8.60832043416098,14.0106167625868,10.2206745393258,13.3676485579062,8.54006155297152,13.5606631128496
WBGene00001853,Y73B6BL.9,hil-2,Y73B6BL.9,hil-2,9.84365979578988,10.3615529856733,10.7856321434902,9.48640359808197,9.65531036263142,9.55315194981047,11.0763227858137,9.88100263427021,9.56396706477568,10.6086902837664,11.4801472695576,10.638222532675
WBGene00001854,F22F1.1,hil-3,F22F1.1,hil-3,8.8779827963417,9.19032481193227,10.6058071773438,8.58226914421616,8.45130893183147,8.38226861986961,10.5398425939273,9.07257846616361,7.86733385658539,9.58054904299889,11.0984584808456,9.40166863809934
WBGene00001898,M163.3,his-24,M163.3,his-24,9.87420118234062,10.3742760634163,11.5422172779155,9.71940562283904,9.35074279843491,9.01471111577213,11.709802997474,10.4831079785455,9.25560205434977,10.6801596381887,12.3050241730244,10.910256122886
WBGene00001944,E03A3.4,his-70,E03A3.4,his-70,5.69320450237179,5.03128729846055,4.46961695006654,5.41264341057805,5.13433161333032,5.88033286054325,4.66270754351409,4.737395426604,6.12417501892988,4.86192556986187,4.66310995641447,4.85947432140181
WBGene00001973,C32F10.5,hmg-3,C32F10.5,hmg-3,9.51960982357734,10.1320875708719,7.98251661441442,9.66923274639664,9.62945075125161,10.5753707895755,8.75948966863197,9.54539755958545,10.2730759983824,10.3721567286353,8.37073570512562,9.83483738453883
WBGene00002101,T28B8.2,ins-18,T28B8.2,ins-18,3.60100448641251,3.96633323251732,3.30312425868798,3.32327136413675,3.44614316764268,3.30917425087073,3.28828816586352,3.49259178506597,3.75583314673552,3.6616838741731,3.29078097247211,3.64600912745858
WBGene00002116,W09C5.4,ins-33,W09C5.4,ins-33,3.96907001403277,3.55429810377638,3.55945915824254,3.74483595871303,4.2197279445735,3.6863953156455,3.64771272193759,3.89360795431319,4.68471708706279,3.56061373463601,3.53980861224809,4.01676060670659
WBGene00002130,ZK792.2,inx-8,ZK792.2,inx-8,7.35595792341983,7.15384608315258,5.90247583032068,7.0541677382323,7.30852138520842,8.01899585594438,6.1159837984529,6.69167506348295,7.38967543289629,7.47605662058064,6.44353782082168,6.24629175583137
WBGene00002199,M176.6,kin-15,M176.6,kin-15,5.65699489297302,4.45838551649283,4.18748484555896,4.14088784790925,5.05631805508536,4.38103903242183,3.96497790107224,3.89183739815268,5.85717215874793,4.19701878263119,3.88924796676896,4.07997284241944
WBGene00002216,T09A5.2,klp-3,T09A5.2,klp-3,6.62418043634261,6.35470923236888,5.83900255882793,6.39868834827455,6.9269033296168,6.07057489698035,5.72355983914951,6.77396579893779,7.68247838706667,6.51928867208428,5.6818803003664,6.19670657195823
WBGene00002227,W02B12.7,klp-17,W02B12.7,klp-17,4.47451255191646,3.43159620983762,3.4387605597504,3.62407024667337,3.86656483723103,4.31607892647441,3.40523191951459,3.41231575794815,4.82957468750454,3.44035320132858,3.41106644580209,3.42165653924873
WBGene00002267,C44F1.3,lec-4,C44F1.3,lec-4,8.28016669906217,8.12946052664256,7.38220943275381,8.19040433517532,8.36547418351404,8.83661856295257,7.48129583134809,8.34133309831304,9.79430835110386,8.3647553572571,6.84475841840459,8.63977512940591
WBGene00002497,F52H3.1,let-268,F52H3.1,let-268,8.35945102230713,8.31123018641505,7.90942133309836,8.23418299567808,8.89491180477893,8.44319167526212,7.51286022448954,7.94952857755958,9.50635834222998,7.81729101248486,7.2242550585336,7.73222915501564
WBGene00003072,T21E3.3,lrp-2,T21E3.3,lrp-2,9.47664739105221,8.88621997702223,8.68860591340638,9.4200131618344,9.56706118012658,9.58049560816232,8.4576674032048,9.47384566507445,10.5919519072352,9.09407899678048,7.8961899087179,8.8559184776394
WBGene00003175,C44B11.3,mec-12,C44B11.3,mec-12,8.13931415575751,8.34277043993468,7.88575275495436,8.31127442241644,8.54904383644033,8.34588865545558,7.30080756467306,7.71146704085724,9.77412132544552,8.68781496272129,6.86990678095879,8.3132778938514
WBGene00003214,C05D11.11,mel-32,C05D11.11,mel-32,13.1136041291075,12.5882581453792,13.921184589106,12.5954634146569,13.0579045368415,12.1720044971679,13.8527258931448,12.4320724747433,12.3594274563331,12.3822094086608,14.2984792555281,12.7128049476171
WBGene00003230,W02A2.7,mex-5,W02A2.7,mex-5,8.48183522576207,8.37062532621009,7.15156197845335,8.61465540330107,8.66868636030437,9.69840799509645,7.57679057210158,8.39170017162875,8.92329086560783,9.11835210599395,7.45197269755174,8.45422699430322
WBGene00003424,F26G1.7,msp-3,F26G1.7,msp-3,3.96186381335622,3.27608818709328,3.28372370441976,3.7255887792027,3.61569056891524,4.03066624026186,3.24719716535081,3.25508967979538,4.64661204925441,3.28540949488636,3.25370499741633,3.26534781790184
WBGene00003438,F58A6.8,msp-45,F58A6.8,msp-45,3.46440881041845,2.86310832602945,2.86788968472925,3.11910167118151,2.94536925747304,3.01137179791499,2.84502412895608,2.84996109379385,3.9243561609108,2.86894516862028,2.84909466594234,2.85638246611195
WBGene00003442,C34F11.6,msp-49,C34F11.6,msp-49,3.71569525953513,3.01439512715858,3.02084924771565,3.20037970491744,3.19577660645562,3.40362922854725,2.98961210606362,2.99643970789016,4.2508830457696,3.02226886039156,2.99524499577928,3.00524913971829
WBGene00003452,ZK354.11,msp-59,ZK354.11,msp-59,4.0245038685872,3.18638391477644,3.19379738297028,3.53325721636919,3.55095902739384,3.58528085400665,3.15805029645965,3.16583606135754,4.50095001291043,3.19543006715597,3.1644726341375,3.1759038164378
WBGene00003457,ZK1248.6,msp-64,ZK1248.6,msp-64,4.05539485854081,3.03537757723438,3.0446602398798,3.37449202503182,3.1718105773097,3.22786148842407,2.99837199520726,3.00879843334423,4.56738772356237,3.04668410508999,3.00698746476211,3.02198393419853
WBGene00003468,ZK354.4,msp-113,ZK354.4,msp-113,3.2951652587084,2.7364736261875,2.74032844142834,2.72455128385085,2.9459643328594,2.8758200648029,2.72205105691316,2.72596314436676,3.69171378991955,2.74118166381954,2.72527518249767,2.73108011895778
WBGene00003473,K11G9.6,mtl-1,K11G9.6,mtl-1,4.68159611361961,6.29503214067051,7.94183914176824,7.49547163612425,4.50338984733158,6.09705720888517,6.92700066510233,7.97513290827072,4.53896264225012,6.72784286825567,6.73223893635958,6.94455739837301
WBGene00003474,T08G5.10,mtl-2,T08G5.10,mtl-2,9.71384115985752,10.5246443170878,12.6876669181577,11.212644603754,9.16439961746323,9.33763179287213,12.3022366572502,10.5570052962451,8.02036997901217,10.3165304369284,12.2445682739063,10.0745007517328
WBGene00003528,C37H5.9,nas-9,C37H5.9,nas-9,6.01891717752314,5.04049172071228,4.61096445160323,5.67280848823263,5.4510243185371,6.72534295391138,4.7804542683945,5.26519358138805,6.24629663040821,5.13183714715823,4.5855763584913,5.99693785300516
WBGene00003675,W05B5.3,nhr-85,W05B5.3,nhr-85,6.26843100085101,5.77744000907098,5.65747456530627,6.55214327668541,6.74576171009817,5.7618912116287,5.72663321445265,6.09902573723789,6.73771176536016,6.10074699525085,5.5271990021639,6.28531801361248
WBGene00003704,Y45G5AM.1,nhr-114,Y45G5AM.1,nhr-114,10.0246186017903,9.03053332844634,11.5542173573326,8.65383648944802,9.52481325694055,8.40255086355716,11.688792681954,8.84681973563751,9.25259678502215,9.04601937634282,11.8009214246148,9.28328187129975
WBGene00003727,C56E10.4,nhr-137,C56E10.4,nhr-137,6.32946521367798,6.10480682505191,7.45501924217967,6.75584530439375,6.61241652308049,6.57307488965722,7.67852377099686,7.21434867049636,6.2050226485846,6.61113984655467,7.7844748363138,7.02701746079027
WBGene00003734,F58E1.6,nhx-6,F58E1.6,nhx-6,4.69748685469666,5.60352079127086,4.29571673633318,5.34514865708634,5.12550819271198,5.10879812114051,4.24187867721036,4.62535277405049,4.27511198248974,5.30079684747835,4.25129362834464,5.21643924195443
WBGene00003747,E03D2.2,nlp-9,E03D2.2,nlp-9,6.28427938219446,6.18314519850216,5.86615594749961,6.3100220409309,6.14644566126082,6.44481523590811,5.38326421289497,6.16543062334464,6.81861788032768,6.10807176098072,5.28994535282384,5.97273644535061
WBGene00003752,D1009.4,nlp-14,D1009.4,nlp-14,6.92026751717308,6.93187207950637,6.44349974971464,6.56704001168414,7.16293711054565,6.98833989946834,5.49187231190121,7.37894712325869,8.06928913969966,7.64013768547029,5.5144275961448,7.147683229065
WBGene00003756,F33A8.2,nlp-18,F33A8.2,nlp-18,6.63755631465966,6.2215684655756,5.28522294411216,5.30064352050788,6.37799061518052,6.49766108037372,5.44280126599835,6.49893689204607,7.10953901284835,7.00293483231595,5.19985990692417,6.46134332531176
WBGene00003757,K09C8.6,nlp-19,K09C8.6,nlp-19,3.00108178444441,2.93901464503974,2.82561909442534,2.81917092030557,2.99454292630499,3.14089931965627,2.81822505961785,2.85078518821558,3.17274881499277,3.13735503840641,2.81944850033019,2.86638402759077
WBGene00003778,C15H9.1,nnt-1,C15H9.1,nnt-1,8.68814620845163,9.07603227576548,10.0839208888159,9.74038249105275,8.54929567182592,9.42817702456909,9.81201253766387,10.2028247102543,7.72443669402511,9.34025623985208,9.77075801228885,9.99621028791495
WBGene00003812,F55B12.5,nrf-5,F55B12.5,nrf-5,7.75547286799154,7.73542675248571,6.58525422703965,7.54839902153814,7.95927773303038,6.5496899897301,6.88280123459111,7.7244043196078,8.94557323425757,7.39667467965172,6.20305621145864,7.59187985968778
WBGene00003816,F25G6.6,asns-1,F25G6.6,asns-1,9.42009051358434,6.04003889764208,8.06981723220516,8.17900482345439,9.68332048048917,7.47408874755822,5.98880538296748,7.64083032098114,9.78735572296387,7.30993324689727,7.69863921554126,7.12189358858561
WBGene00003844,K11C4.4,odc-1,K11C4.4,odc-1,11.0417458783831,9.74674198593609,12.0516576657984,10.1158664444363,10.7755488821164,9.41004644633125,12.0991908631873,10.5534068087015,9.53569687186598,10.198749485665,12.0520148648429,10.1709733608875
WBGene00003936,T17H7.4,pat-12,T17H7.4,pat-12,9.69527295963641,8.97461339438656,8.76406616027872,9.60100825732854,9.53867518526386,9.19707689699323,8.89617299115599,9.21163134563068,10.8711377496452,9.63802170528826,8.58498124120888,9.68005251487084
WBGene00003994,C18G1.4,pgl-3,C18G1.4,pgl-3,9.57415255440416,9.72623525113772,7.63938290939647,9.74506936628615,9.43214774592178,10.5554935146737,8.57558863728923,9.01022756823946,10.0125916904053,9.70767782510304,8.29552267221681,9.24915630765819
WBGene00004007,F22E10.2,pgp-13,F22E10.2,pgp-13,5.57280433410563,4.68686063963516,6.41046260325267,5.73374848416697,5.26283372238143,5.05737631393894,6.91093741376505,5.92104869727213,5.64933378114893,4.71989545348968,6.96165330229824,5.59978984455629
WBGene00004008,F22E10.3,pgp-14,F22E10.3,pgp-14,6.04817045047531,3.91535431817562,3.96160777879713,3.97025545731955,5.53658909639439,5.26312155441969,3.89077470094586,5.58000464301216,9.36917661992677,4.52540846870068,3.75889646958882,4.38024993364274
WBGene00004043,Y71F9B.7,plk-2,Y71F9B.7,plk-2,8.51851630831652,9.09599720147353,7.51586477289552,8.70348588091159,8.60095546214017,9.68876881442256,7.82035200228437,8.07792716350884,9.33145315928894,9.29459666953263,7.65207328121643,8.76803870873122
WBGene00004044,F55G1.8,plk-3,F55G1.8,plk-3,8.65376519157443,8.985825238126,7.25271096839963,8.84004743581125,8.78130448696005,9.82218611336001,7.81783048824544,8.38867591537008,9.49256776019287,9.21192650755176,7.25623114669437,8.34036209341042
WBGene00004062,T10H9.5,pmp-5,T10H9.5,pmp-5,11.6222491295493,8.89036180220474,13.9465112944879,8.39192193502242,11.8192811325969,8.65848429637271,13.8136062613132,8.34552425581946,10.4759179273492,8.89579913661446,13.9483165573582,9.21410628217121
WBGene00004098,AC3.4,pqn-2,AC3.4,pqn-2,6.57396180807775,3.82801989616377,3.86004335367358,4.66304721460857,6.2757727952354,4.47040014688498,3.68993393296831,4.16859032651173,6.68490589488655,3.86692121858862,4.11072790123792,3.78022307191794
WBGene00004103,C09G1.1,,C09G1.1,,3.46418561214895,3.17540754288531,3.11158048765049,3.65808842992885,3.33164969588553,3.3043742345498,3.10004664937007,3.3205922475428,3.44411353169974,3.19283393556693,3.10197476679327,3.15582783728752
WBGene00004123,F39D8.1,pqn-36,F39D8.1,pqn-36,8.50338537235392,5.26174825254051,6.37581002572848,7.06721554853815,8.26243495109888,6.31472600818851,4.72995171808202,6.52648209166357,8.62703788478581,7.7493397726354,6.28994752070201,5.87901281442159
WBGene00004130,F54E2.3,ketn-1,F54E2.3,ketn-1,11.9014535099862,10.80821707992,11.3333547739937,11.7096702263606,11.8929358192713,11.0044780539395,10.7140835619209,11.4623054546569,13.0046689411107,10.7586977781927,10.1307523354223,11.7792463605856
WBGene00004139,R09B5.5,pqn-54,R09B5.5,pqn-54,9.45030679624225,5.57079908146699,6.50992412950762,7.64928197161279,9.30277967930093,6.46896404807731,4.62751911574215,6.44704057976518,9.22939899048891,7.95949533540734,7.06065893517421,5.5843495290403
