Term,Expected,Observed,Enrichment Fold Change,P value,Q value,logQ
cyclic nucleotide biosynthetic process GO:0009190,0.9172197245414971,1,1.090251303197697,0.0,0.0,70.0
protein localization to mitochondrion GO:0070585,22.93049311353743,25,1.090251303197697,0.0,0.0,70.0
maturation of SSU-rRNA GO:0030490,11.006636694497967,12,1.090251303197697,0.0,0.0,70.0
transporter complex GO:1990351,34.85434953257689,38,1.090251303197697,0.0,0.0,70.0
purine nucleoside triphosphate metabolic process GO:0009144,29.35103118532791,32,1.090251303197697,0.0,0.0,70.0
ligand-gated channel activity GO:0022834,8.254977520873474,9,1.090251303197697,0.0,0.0,70.0
signaling receptor regulator activity GO:0030545,1.8344394490829943,2,1.090251303197697,0.0,0.0,70.0
peptidase inhibitor activity GO:0030414,1.8344394490829943,2,1.090251303197697,0.0,0.0,70.0
microbody GO:0042579,18.344394490829945,20,1.090251303197697,0.0,0.0,70.0
gonad morphogenesis GO:0035262,5.5033183472489835,6,1.090251303197697,0.0,0.0,70.0
tRNA binding GO:0000049,11.923856419039463,13,1.090251303197697,0.0,0.0,70.0
chemical synaptic transmission postsynaptic GO:0099565,2.7516591736244917,3,1.090251303197697,0.0,0.0,70.0
myofibril GO:0030016,6.42053807179048,7,1.090251303197697,0.0,0.0,70.0
embryonic body morphogenesis GO:0010172,0.9172197245414971,1,1.090251303197697,0.0,0.0,70.0
chloride channel complex GO:0034707,2.7516591736244917,3,1.090251303197697,0.0,0.0,70.0
peptide biosynthetic process GO:0043043,117.40412474131163,126,1.0732161265852331,0.00018897428375521383,0.00045851899856885216,3.3386426647863785
transmembrane transport GO:0055085,154.09291372297153,164,1.064292938835847,0.0003284644291054342,0.0007908412793076992,3.1019106700264643
envelope GO:0031975,142.16905730393205,151,1.062115785695821,0.0008149261698537143,0.0019471136730092563,2.710608693513565
ribose phosphate metabolic process GO:0019693,66.95703989152929,72,1.0753163538388246,0.0017913472501261448,0.0042476643127991156,2.371849812279581
transporter activity GO:0005215,149.50681510026405,158,1.0568080116885652,0.0018464841313264116,0.004345485211317044,2.361961723741784
purine nucleotide metabolic process GO:0006163,63.288160993363306,68,1.0744505596730927,0.00253559092942216,0.005922686275441314,2.2274812713187324
regulation of cellular macromolecule biosynthetic process GO:2000112,57.78484264611432,62,1.0729457269564637,0.004269170830204681,0.00989815162854863,2.004445897570975
nucleoside phosphate metabolic process GO:0006753,80.71533575965175,86,1.0654728644886584,0.004374867270211119,0.010068628349824119,1.9970296893944242
regulation of amide metabolic process GO:0034248,56.867622921572824,61,1.0726666047590245,0.0046563366626679314,0.010638199820547903,1.9731318564532743
organic acid metabolic process GO:0006082,164.182330692928,172,1.0476157773743235,0.006445180322315216,0.014618416238294655,1.8350996763677034
establishment of localization GO:0051234,310.93748661956755,322,1.0355779340107918,0.007122711203484085,0.016038910839500136,1.794825126853307
response to topologically incorrect protein GO:0035966,35.77156925711839,38,1.0622961415772434,0.034228306702768975,0.07652471427119063,1.1161982833010544
