Term,Expected,Observed,Enrichment Fold Change,P value,Q value,logQ
cellular component assembly involved in morphogenesis GO:0010927,2.5972961900860305,3,1.1550473186119874,0.0,0.0,70.0
muscle system process GO:0003012,3.463061586781374,4,1.1550473186119874,0.0,0.0,70.0
excretion GO:0007588,9.523419363648777,11,1.1550473186119874,0.0,0.0,70.0
L-amino acid transport GO:0015807,4.328826983476717,5,1.1550473186119874,0.0,0.0,70.0
monocarboxylic acid catabolic process GO:0072329,21.644134917383585,25,1.1550473186119874,0.0,0.0,70.0
protein complex oligomerization GO:0051259,3.463061586781374,4,1.1550473186119874,0.0,0.0,70.0
protein localization to extracellular region GO:0071692,1.731530793390687,2,1.1550473186119874,0.0,0.0,70.0
vesicle-mediated transport in synapse GO:0099003,4.328826983476717,5,1.1550473186119874,0.0,0.0,70.0
proteoglycan metabolic process GO:0006029,3.463061586781374,4,1.1550473186119874,0.0,0.0,70.0
carbohydrate derivative transport GO:1901264,6.926123173562748,8,1.1550473186119874,0.0,0.0,70.0
positive regulation of response to oxidative stress GO:1902884,1.731530793390687,2,1.1550473186119874,0.0,0.0,70.0
actin filament polymerization GO:0030041,3.463061586781374,4,1.1550473186119874,0.0,0.0,70.0
steroid hydroxylase activity GO:0008395,6.060357776867404,7,1.1550473186119874,0.0,0.0,70.0
alternative mRNA splicing via spliceosome GO:0000380,4.328826983476717,5,1.1550473186119874,0.0,0.0,70.0
regulation of actin filament length GO:0030832,3.463061586781374,4,1.1550473186119874,0.0,0.0,70.0
mRNA transport GO:0051028,6.926123173562748,8,1.1550473186119874,0.0,0.0,70.0
trans-Golgi network GO:0005802,4.328826983476717,5,1.1550473186119874,0.0,0.0,70.0
response to xenobiotic stimulus GO:0009410,9.523419363648777,11,1.1550473186119874,0.0,0.0,70.0
cyclic nucleotide biosynthetic process GO:0009190,0.8657653966953435,1,1.1550473186119874,0.0,0.0,70.0
ciliary plasm GO:0097014,0.8657653966953435,1,1.1550473186119874,0.0,0.0,70.0
regulation of mRNA processing GO:0050684,5.194592380172061,6,1.1550473186119874,0.0,0.0,70.0
chemical synaptic transmission postsynaptic GO:0099565,2.5972961900860305,3,1.1550473186119874,0.0,0.0,70.0
small-subunit processome GO:0032040,17.31530793390687,20,1.1550473186119874,0.0,0.0,70.0
protein heterodimerization activity GO:0046982,11.254950157039465,13,1.1550473186119874,0.0,0.0,70.0
metalloendopeptidase activity GO:0004222,12.98648095043015,15,1.1550473186119874,0.0,0.0,70.0
structural constituent of cytoskeleton GO:0005200,1.731530793390687,2,1.1550473186119874,0.0,0.0,70.0
amino acid activation GO:0043038,20.778369520688244,24,1.1550473186119874,0.0,0.0,70.0
organic acid metabolic process GO:0006082,156.70353680185715,177,1.1295214110183525,1.651426360583705e-08,6.106437007739747e-08,7.214212118599659
envelope GO:0031975,132.46210569438756,150,1.1323993319725365,7.267893292963623e-08,2.6565403070832554e-07,6.57568359025263
organelle GO:0043226,1018.1401065137239,1061,1.042096262795339,2.9808726540597822e-05,0.00010771789818079668,3.9677121292429574
cellular_component GO:0005575,1362.7147343984707,1411,1.0354331426693228,4.201703423194088e-05,0.00015012827961524944,3.823537492140258
membrane-enclosed lumen GO:0031974,223.3674723473986,239,1.06998569437312,0.0007026030718926739,0.002482530854020781,2.605105345190003
intrinsic component of membrane GO:0031224,499.54663389321314,523,1.0469493026586991,0.0009201593616622178,0.0032155019451492886,2.492751223363954
establishment of localization GO:0051234,294.36023487641677,312,1.0599257747262942,0.00098378634140718,0.0034004788757335132,2.4684599187095424
transmembrane transport GO:0055085,146.31435204151305,158,1.079866723909432,0.0012949988265906819,0.004428060503826202,2.3537864536699327
endoplasmic reticulum subcompartment GO:0098827,52.81168919841595,59,1.11717691472307,0.0015641640260738636,0.005291533620122219,2.276418440208844
transporter activity GO:0005215,140.25399426464563,151,1.0766181796938896,0.0023752410447618884,0.007950806865624006,2.099588795933847
transporter complex GO:1990351,33.76485047111839,38,1.1254307206988596,0.0035908351722395413,0.011894641508043481,1.9246486426073524
nuclear outer membrane-endoplasmic reticulum membrane network GO:0042175,54.54321999180664,60,1.1000450653447498,0.006488303099711799,0.021270931811426308,1.6722134846296353
nucleoside phosphate metabolic process GO:0006753,73.59005871910419,80,1.0871033586936352,0.007694237696859272,0.02496701620001274,1.6026333569397881
ribose phosphate metabolic process GO:0019693,63.20087395876007,69,1.0917570545784538,0.008161174858436003,0.026214682878612613,1.5814553916180687
tetrapyrrole binding GO:0046906,28.570258090946332,32,1.1200458847146544,0.008546257684763118,0.027177099437546714,1.5657968965913147
flavin adenine dinucleotide binding GO:0050660,26.838727297555646,30,1.11778772768902,0.01140948013719443,0.035922917659681475,1.4446283971706448
purine nucleotide metabolic process GO:0006163,58.872046975283354,64,1.0871033586936352,0.013853817670304983,0.04319131391330377,1.3646035841762105
lytic vacuole GO:0000323,23.37566571077427,26,1.112267788293025,0.02033247228798779,0.06277404065611765,1.2022199156670188
oxidoreductase activity acting on CH-OH group of donors GO:0016614,23.37566571077427,26,1.112267788293025,0.02033247228798779,0.06277404065611765,1.2022199156670188
iron ion binding GO:0005506,23.37566571077427,26,1.112267788293025,0.02033247228798779,0.06277404065611765,1.2022199156670188
cellular amino acid biosynthetic process GO:0008652,20.778369520688244,23,1.1069203470031546,0.03135703368860734,0.094071101065822,1.0265437726965259
