Term,Expected,Observed,Enrichment Fold Change,P value,Q value,logQ
lysine N-methyltransferase activity GO:0016278,0.852246493,1,1.173369452,0,0,70
protein localization to mitochondrion GO:0070585,1.704492985,2,1.173369452,0,0,70
response to growth factor GO:0070848,5.113478956,6,1.173369452,0,0,70
homologous recombination GO:0035825,2.556739478,3,1.173369452,0,0,70
detoxification GO:0098754,0.852246493,1,1.173369452,0,0,70
establishment of mitotic spindle orientation GO:0000132,2.556739478,3,1.173369452,0,0,70
calmodulin binding GO:0005516,3.408985971,4,1.173369452,0,0,70
peptidyl-tyrosine modification GO:0018212,5.965725448,7,1.173369452,0,0,70
development of primary sexual characteristics GO:0045137,4.261232463,5,1.173369452,0,0,70
cuticle development GO:0042335,0.852246493,1,1.173369452,0,0,70
anatomical structure maturation GO:0071695,1.704492985,2,1.173369452,0,0,70
calcium ion binding GO:0005509,2.556739478,3,1.173369452,0,0,70
extracellular structure organization GO:0043062,1.704492985,2,1.173369452,0,0,70
spindle localization GO:0051653,4.261232463,5,1.173369452,0,0,70
magnesium ion binding GO:0000287,3.408985971,4,1.173369452,0,0,70
regulation of RNA splicing GO:0043484,2.556739478,3,1.173369452,0,0,70
chloride channel complex GO:0034707,0.852246493,1,1.173369452,0,0,70
post-embryonic animal organ development GO:0048569,14.48819037,17,1.173369452,0,0,70
cell-cell signaling by wnt GO:0198738,0.852246493,1,1.173369452,0,0,70
ATP synthesis coupled electron transport GO:0042773,10.22695791,12,1.173369452,0,0,70
adherens junction GO:0005912,1.704492985,2,1.173369452,0,0,70
sarcomere organization GO:0045214,0.852246493,1,1.173369452,0,0,70
narrow pore channel activity GO:0022842,0.852246493,1,1.173369452,0,0,70
chemosensory behavior GO:0007635,2.556739478,3,1.173369452,0,0,70
Golgi stack GO:0005795,0.852246493,1,1.173369452,0,0,70
endopeptidase regulator activity GO:0061135,1.704492985,2,1.173369452,0,0,70
transcription corepressor activity GO:0003714,1.704492985,2,1.173369452,0,0,70
DNA-binding transcription factor binding GO:0140297,4.261232463,5,1.173369452,0,0,70
pole plasm GO:0045495,8.522464926,10,1.173369452,0,0,70
external encapsulating structure organization GO:0045229,1.704492985,2,1.173369452,0,0,70
nucleus localization GO:0051647,1.704492985,2,1.173369452,0,0,70
cyclin-dependent protein kinase activity GO:0097472,2.556739478,3,1.173369452,0,0,70
potassium ion transmembrane transport GO:0071805,5.113478956,6,1.173369452,0,0,70
P-body GO:0000932,5.113478956,6,1.173369452,0,0,70
protein alkylation GO:0008213,2.556739478,3,1.173369452,0,0,70
motor neuron axon guidance GO:0008045,0.852246493,1,1.173369452,0,0,70
carbohydrate transport GO:0008643,4.261232463,5,1.173369452,0,0,70
molting cycle GO:0042303,1.704492985,2,1.173369452,0,0,70
internal protein amino acid acetylation GO:0006475,2.556739478,3,1.173369452,0,0,70
ubiquitin binding GO:0043130,1.704492985,2,1.173369452,0,0,70
serine-type endopeptidase activity GO:0004252,3.408985971,4,1.173369452,0,0,70
excretion GO:0007588,0.852246493,1,1.173369452,0,0,70
response to axon injury GO:0048678,5.965725448,7,1.173369452,0,0,70
sugar transmembrane transporter activity GO:0051119,1.704492985,2,1.173369452,0,0,70
cilium organization GO:0044782,0.852246493,1,1.173369452,0,0,70
RNA localization GO:0006403,4.261232463,5,1.173369452,0,0,70
ubiquitin-dependent ERAD pathway GO:0030433,1.704492985,2,1.173369452,0,0,70
vesicle-mediated transport in synapse GO:0099003,1.704492985,2,1.173369452,0,0,70
calcium ion transport GO:0006816,0.852246493,1,1.173369452,0,0,70
protein complex oligomerization GO:0051259,0.852246493,1,1.173369452,0,0,70
sodium ion transport GO:0006814,5.113478956,6,1.173369452,0,0,70
muscle system process GO:0003012,0.852246493,1,1.173369452,0,0,70
peptidase inhibitor activity GO:0030414,1.704492985,2,1.173369452,0,0,70
cellular response to monoamine stimulus GO:0071868,0.852246493,1,1.173369452,0,0,70
actin filament polymerization GO:0030041,0.852246493,1,1.173369452,0,0,70
membrane invagination GO:0010324,3.408985971,4,1.173369452,0,0,70
cytosolic large ribosomal subunit GO:0022625,2.556739478,3,1.173369452,0,0,70
external encapsulating structure GO:0030312,2.556739478,3,1.173369452,0,0,70
protein localization to extracellular region GO:0071692,0.852246493,1,1.173369452,0,0,70
regulation of actin filament length GO:0030832,0.852246493,1,1.173369452,0,0,70
serine hydrolase activity GO:0017171,3.408985971,4,1.173369452,0,0,70
small nuclear ribonucleoprotein complex GO:0030532,9.374711419,11,1.173369452,0,0,70
regulation of mRNA processing GO:0050684,2.556739478,3,1.173369452,0,0,70
mRNA transport GO:0051028,2.556739478,3,1.173369452,0,0,70
positive regulation of transferase activity GO:0051347,5.113478956,6,1.173369452,0,0,70
small-subunit processome GO:0032040,1.704492985,2,1.173369452,0,0,70
actin filament-based process GO:0030029,7.670218434,9,1.173369452,0,0,70
pharynx development GO:0060465,0.852246493,1,1.173369452,0,0,70
voltage-gated channel activity GO:0022832,0.852246493,1,1.173369452,0,0,70
alternative mRNA splicing via spliceosome GO:0000380,1.704492985,2,1.173369452,0,0,70
cellular oxidant detoxification GO:0098869,0.852246493,1,1.173369452,0,0,70
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process GO:0031146,3.408985971,4,1.173369452,0,0,70
reproductive system development GO:0061458,6.817971941,8,1.173369452,0,0,70
translation initiation factor activity GO:0003743,5.965725448,7,1.173369452,0,0,70
microtubule organizing center organization GO:0031023,4.261232463,5,1.173369452,0,0,70
gonad morphogenesis GO:0035262,2.556739478,3,1.173369452,0,0,70
regulation of extent of cell growth GO:0061387,3.408985971,4,1.173369452,0,0,70
proteoglycan metabolic process GO:0006029,1.704492985,2,1.173369452,0,0,70
peptidyl-lysine acetylation GO:0018394,2.556739478,3,1.173369452,0,0,70
trans-Golgi network GO:0005802,2.556739478,3,1.173369452,0,0,70
basal plasma membrane GO:0009925,3.408985971,4,1.173369452,0,0,70
recombinational repair GO:0000725,6.817971941,8,1.173369452,0,0,70
amino acid activation GO:0043038,4.261232463,5,1.173369452,0,0,70
dendritic tree GO:0097447,7.670218434,9,1.173369452,0,0,70
acetyltransferase complex GO:1902493,3.408985971,4,1.173369452,0,0,70
maturation of SSU-rRNA GO:0030490,4.261232463,5,1.173369452,0,0,70
import into nucleus GO:0051170,3.408985971,4,1.173369452,0,0,70
condensed chromosome centromeric region GO:0000779,1.704492985,2,1.173369452,0,0,70
microtubule-based transport GO:0099111,3.408985971,4,1.173369452,0,0,70
locomotion involved in locomotory behavior GO:0031987,1.704492985,2,1.173369452,0,0,70
positive regulation of response to oxidative stress GO:1902884,0.852246493,1,1.173369452,0,0,70
GTPase binding GO:0051020,2.556739478,3,1.173369452,0,0,70
ATP-dependent activity acting on RNA GO:0008186,3.408985971,4,1.173369452,0,0,70
regulation of mesodermal cell differentiation GO:1905770,4.261232463,5,1.173369452,0,0,70
post-transcriptional gene silencing GO:0016441,5.965725448,7,1.173369452,0,0,70
ribonucleoprotein granule GO:0035770,13.63594388,16,1.173369452,0,0,70
myosin phosphatase activity GO:0017018,2.556739478,3,1.173369452,0,0,70
cellular response to toxic substance GO:0097237,4.261232463,5,1.173369452,0,0,70
NAD binding GO:0051287,3.408985971,4,1.173369452,0,0,70
peptide receptor activity GO:0001653,0.852246493,1,1.173369452,0,0,70
unfolded protein binding GO:0051082,3.408985971,4,1.173369452,0,0,70
perikaryon GO:0043204,2.556739478,3,1.173369452,0,0,70
calcium ion homeostasis GO:0055074,0.852246493,1,1.173369452,0,0,70
regulation of pH GO:0006885,4.261232463,5,1.173369452,0,0,70
structural constituent of ribosome GO:0003735,4.261232463,5,1.173369452,0,0,70
regulation of small GTPase mediated signal transduction GO:0051056,3.408985971,4,1.173369452,0,0,70
nematode male tail tip morphogenesis GO:0045138,5.113478956,6,1.173369452,0,0,70
structural constituent of cytoskeleton GO:0005200,0.852246493,1,1.173369452,0,0,70
actin binding GO:0003779,3.408985971,4,1.173369452,0,0,70
ribonucleoprotein complex subunit organization GO:0071826,11.0792044,13,1.173369452,0,0,70
entry into diapause GO:0055115,0.852246493,1,1.173369452,0,0,70
activation of protein kinase activity GO:0032147,2.556739478,3,1.173369452,0,0,70
digestion GO:0007586,1.704492985,2,1.173369452,0,0,70
SNARE binding GO:0000149,1.704492985,2,1.173369452,0,0,70
reproduction GO:0000003,49.43029657,57,1.153138944,8.92E-05,0.000180735,3.742957149
peptide biosynthetic process GO:0043043,26.41964127,30,1.135518824,0.006938727,0.013965285,1.854950195
embryo development ending in birth or egg hatching GO:0009792,23.0106553,26,1.129911324,0.013199323,0.026398645,1.578418359
envelope GO:0031975,30.68087373,34,1.10818226,0.022617437,0.044952156,1.347249471
meiotic cell cycle GO:0051321,18.74942284,21,1.120034477,0.029467112,0.058202122,1.235061184
transporter activity GO:0005215,46.0213106,50,1.086453196,0.031925318,0.062668218,1.202952656
regulation of cellular macromolecule biosynthetic process GO:2000112,17.04492985,19,1.114700979,0.040621647,0.079249593,1.101002958
establishment of localization GO:0051234,96.30385367,102,1.059147647,0.042160546,0.081750327,1.087510499
modification-dependent macromolecule catabolic process GO:0043632,26.41964127,29,1.097668197,0.044465175,0.085534889,1.067856702
transmembrane transport GO:0055085,43.46457112,47,1.081340475,0.04438131,0.085534889,1.067856702
regulation of cellular amide metabolic process GO:0034248,16.19268336,18,1.111613165,0.047692193,0.090815074,1.041842059
