Term,Expected,Observed,Enrichment Fold Change,P value,Q value,logQ
structural constituent of chromatin GO:0030527,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
intracellular receptor signaling pathway GO:0030522,5.133724027703782,6,1.1687422166874222,0.0,0.0,70.0
polysaccharide metabolic process GO:0005976,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
non-membrane spanning protein tyrosine kinase activity GO:0004715,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
tRNA binding GO:0000049,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
respirasome GO:0070469,11.123068726691528,13,1.1687422166874222,0.0,0.0,70.0
lipid oxidation GO:0034440,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
A band GO:0031672,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
detoxification GO:0098754,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
cell-cell signaling by wnt GO:0198738,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
locomotion involved in locomotory behavior GO:0031987,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
NAD binding GO:0051287,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
acetyltransferase complex GO:1902493,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
monocarboxylic acid biosynthetic process GO:0072330,5.133724027703782,6,1.1687422166874222,0.0,0.0,70.0
condensed chromosome centromeric region GO:0000779,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
calcium ion homeostasis GO:0055074,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
ribonucleoprotein complex subunit organization GO:0071826,11.123068726691528,13,1.1687422166874222,0.0,0.0,70.0
cellular oxidant detoxification GO:0098869,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
nuclear speck GO:0016607,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
cellular response to monoamine stimulus GO:0071868,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
protein localization to extracellular region GO:0071692,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
regulation of extent of cell growth GO:0061387,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
steroid hydroxylase activity GO:0008395,5.133724027703782,6,1.1687422166874222,0.0,0.0,70.0
alternative mRNA splicing via spliceosome GO:0000380,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
pharynx development GO:0060465,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
mRNA transport GO:0051028,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
regulation of mRNA processing GO:0050684,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
DNA-directed RNA polymerase complex GO:0000428,7.700586041555674,9,1.1687422166874222,0.0,0.0,70.0
calcium ion transport GO:0006816,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
protein localization to mitochondrion GO:0070585,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
myosin phosphatase activity GO:0017018,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
vitamin B6 binding GO:0070279,5.989344698987747,7,1.1687422166874222,0.0,0.0,70.0
flavin adenine dinucleotide binding GO:0050660,6.84496537027171,8,1.1687422166874222,0.0,0.0,70.0
amine metabolic process GO:0009308,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
transcription corepressor activity GO:0003714,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
endopeptidase regulator activity GO:0061135,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
Golgi stack GO:0005795,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
adherens junction GO:0005912,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
molting cycle GO:0042303,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
cellular response to nutrient levels GO:0031669,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
deubiquitinase activity GO:0101005,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
nucleic acid transport GO:0050657,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
anion channel activity GO:0005253,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
cell surface GO:0009986,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
oocyte differentiation GO:0009994,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
oxidoreductase activity acting on CH-OH group of donors GO:0016614,7.700586041555674,9,1.1687422166874222,0.0,0.0,70.0
RNA splicing via transesterification reactions GO:0000375,18.823654768247202,22,1.1687422166874222,0.0,0.0,70.0
carbon-oxygen lyase activity GO:0016835,5.133724027703782,6,1.1687422166874222,0.0,0.0,70.0
sodium channel activity GO:0005272,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
ubiquitin binding GO:0043130,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
negative regulation of programmed cell death GO:0043069,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
catalytic step 2 spliceosome GO:0071013,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
oxidoreductase activity acting on paired donors with incorporation or reduction of molecular oxygen reduced flavin or flavoprotein as one donor and incorporation of one atom of oxygen GO:0016712,5.133724027703782,6,1.1687422166874222,0.0,0.0,70.0
post-transcriptional gene silencing GO:0016441,5.989344698987747,7,1.1687422166874222,0.0,0.0,70.0
monocarboxylic acid catabolic process GO:0072329,9.411827384123601,11,1.1687422166874222,0.0,0.0,70.0
microbody GO:0042579,5.133724027703782,6,1.1687422166874222,0.0,0.0,70.0
mRNA 3'-UTR binding GO:0003730,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
ciliary plasm GO:0097014,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
metalloendopeptidase activity GO:0004222,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
structural constituent of cytoskeleton GO:0005200,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
structural constituent of ribosome GO:0003735,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
serine hydrolase activity GO:0017171,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
unfolded protein binding GO:0051082,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
perikaryon GO:0043204,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
small nuclear ribonucleoprotein complex GO:0030532,9.411827384123601,11,1.1687422166874222,0.0,0.0,70.0
purine nucleotide metabolic process GO:0006163,11.123068726691528,13,1.1687422166874222,0.0,0.0,70.0
SNARE binding GO:0000149,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
peptide receptor activity GO:0001653,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
protein complex oligomerization GO:0051259,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
regulation of mesodermal cell differentiation GO:1905770,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
peptidyl-lysine acetylation GO:0018394,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
lytic vacuole GO:0000323,6.84496537027171,8,1.1687422166874222,0.0,0.0,70.0
membrane microdomain GO:0098857,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
regulation of cell fate commitment GO:0010453,5.989344698987747,7,1.1687422166874222,0.0,0.0,70.0
lipid catabolic process GO:0016042,17.112413425679275,20,1.1687422166874222,0.0,0.0,70.0
response to extracellular stimulus GO:0009991,9.411827384123601,11,1.1687422166874222,0.0,0.0,70.0
purine nucleoside diphosphate metabolic process GO:0009135,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
carbohydrate derivative transport GO:1901264,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
muscle system process GO:0003012,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
cytosolic large ribosomal subunit GO:0022625,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
protein heterodimerization activity GO:0046982,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process GO:0031146,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
peptidase inhibitor activity GO:0030414,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
metal cluster binding GO:0051540,5.133724027703782,6,1.1687422166874222,0.0,0.0,70.0
cilium organization GO:0044782,0.8556206712839638,1,1.1687422166874222,0.0,0.0,70.0
myofibril GO:0030016,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
peptidyl-threonine phosphorylation GO:0018107,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
sugar transmembrane transporter activity GO:0051119,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
canonical Wnt signaling pathway GO:0060070,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
vesicle-mediated transport in synapse GO:0099003,1.7112413425679276,2,1.1687422166874222,0.0,0.0,70.0
serine-type endopeptidase activity GO:0004252,3.422482685135855,4,1.1687422166874222,0.0,0.0,70.0
striated muscle dense body GO:0055120,4.278103356419819,5,1.1687422166874222,0.0,0.0,70.0
internal protein amino acid acetylation GO:0006475,2.566862013851891,3,1.1687422166874222,0.0,0.0,70.0
organic acid metabolic process GO:0006082,47.05913692061801,53,1.1262424997169704,0.0018726486818397893,0.004616296750581806,2.3357062810919764
metabolic process GO:0008152,385.0293020777837,404,1.0492707900927079,0.0023453126985073535,0.005736995677887219,2.2413154773043185
envelope GO:0031975,30.802344166222696,35,1.1362771551127715,0.0035800497160229454,0.008690502364086233,2.0609551179535726
organelle GO:0043226,371.33937133724027,389,1.0475592679525512,0.0037225661337501087,0.00896800023130708,2.047304389211546
membrane-enclosed lumen GO:0031974,53.90410229088972,59,1.0945363616596493,0.013595816834738286,0.03250729137929906,1.4880192159246963
cellular_component GO:0005575,475.72509323388385,492,1.034210738507575,0.014622152817401859,0.034700332805476054,1.4596663599385589
