WBgeneID,wormbase_gseq.x,wikigene_name.x,wormbase_gseq.y,wikigene_name.y,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.CeMbio.to.PA14.wholeworm,Rep1.CeMbio.wholeworm,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep1.OP50.to.PA14.wholeworm,Rep1.OP50.wholeworm,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.CeMbio.to.PA14.wholeworm,Rep2.CeMbio.wholeworm,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep2.OP50.to.PA14.wholeworm,Rep2.OP50.wholeworm,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.CeMbio.to.PA14.wholeworm,Rep3.CeMbio.wholeworm,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine,Rep3.OP50.to.PA14.wholeworm
WBGene00000412,F35E8.11,cdr-1,F35E8.11,cdr-1,8.16851546351275,11.4617596314263,10.5920067068733,7.93483017187847,7.98337539190326,11.5853175804141,10.3771883853697,7.53850085576567,7.79680953011775,12.6440324346871,11.5587245458091,6.64934392721145,7.89334613288223,11.1642967488524,9.79317934125699,6.92280767710468,6.55756541152526,12.0257801278125,10.8224331454105,6.36813375604529,7.87577499962383,10.6288936202939,9.55928100107476
WBGene00000415,Y47H9C.4,ced-1,Y47H9C.4,ced-1,9.63751770086486,10.2472023267273,10.3833789674238,9.75953325413983,9.15705920011273,10.4960993808093,10.7722518015253,10.3270925828346,9.60374246932527,10.2201665368596,10.5850704274903,10.3531558606411,10.0336638105578,10.3645786741731,10.752970953106,10.2435129006764,10.3205236928393,10.0642320456467,11.1121888442509,10.376700454409,9.74936436101731,10.3198916863752,11.184644290155
WBGene00000416,Y41D4B.13,ced-2,Y41D4B.13,ced-2,8.07342478969746,8.61825559028179,8.91235153477456,8.38848847880478,7.97138748833841,8.54414189221369,8.68666459324392,8.54936555172663,8.36274397754394,8.87989173573484,8.66235668229941,8.53681394668076,8.25369956092568,8.23553843542145,8.91482128935497,8.55762274875269,8.73706370575484,8.93649973284983,8.91828839345103,8.49138287588858,7.94834070916072,8.83552725974772,8.73200161498008
WBGene00000417,C48D1.2,ced-3,C48D1.2,ced-3,8.38671739769653,8.97154745048079,8.88096814187366,8.45855430748577,7.82877372118736,8.71853056191157,8.97691941099079,8.75770341694099,8.51165060855488,8.58137409650039,8.81289700250624,8.48176256618465,8.40731959197656,8.80340048173492,8.91588426443513,8.68183133236907,8.71507784267467,9.24287938169328,8.9582005331854,8.74313320213614,8.22104949188521,9.19405678035033,8.40448262271602
WBGene00000426,Y106G6E.5,ced-12,Y106G6E.5,ced-12,9.81489186599936,10.1557734848953,10.0049781270601,10.04450394788,9.76829955477173,9.85851994020145,10.1099492411016,9.86550158236024,10.0718859357189,10.3147294274776,10.0238310771303,9.98765865694635,9.6570538525401,10.0878596778487,10.054686489472,9.89801347413567,10.0024449570463,10.1305439689026,10.3605814466204,10.0098369464954,9.35156723358613,9.79898308434486,10.1246543448281
WBGene00000464,Y54F10AM.4,ceh-44,Y54F10AM.4,ceh-44,10.7558812583265,10.7691474183029,10.7990379651826,10.8097416864308,10.2843356607151,10.7110006198009,10.9807772713503,10.5873831520377,10.6799094833604,11.0174502496785,10.762587863545,10.7574792797259,10.4293544588845,10.7283414678014,10.8556003818793,10.6417293865389,10.7801507781903,10.9547691222568,10.7760183149077,10.7930208539954,10.5117116220493,10.6088205021376,11.0765744312233
WBGene00000465,C07G2.1,cpg-1,C07G2.1,cpg-1,8.66751318364753,9.3156037408185,8.8113616339594,8.38681080314866,7.16923460535123,8.9682797191974,9.65813353455791,8.83023960538985,8.38594274519602,10.1823133891941,9.21322931445833,8.44983922262425,7.7947457533091,8.7592431920921,8.99987199080246,8.97467090213781,9.23241196846221,9.65023966134356,8.86144800839361,8.85122261728904,7.84791671416761,8.76579625162789,8.7068875972064
WBGene00000480,Y38C9A.2,cgp-1,Y38C9A.2,cgp-1,10.7921219371186,11.3267770376868,11.3654925803673,10.6640411653078,11.5730796747158,12.5565461202927,12.0937381003877,11.9791449060798,10.5664872611703,11.3353114512281,11.1655968132107,10.5441778120007,11.6150919385447,13.9983961193749,12.6490081050476,11.4083265784942,10.6464618571558,11.2709766551855,11.0495131531273,10.5949090217671,10.7120387782275,12.4674675296184,11.9494100567847
WBGene00000502,Y110A7A.13,chp-1,Y110A7A.13,chp-1,10.0464435383737,10.2688912301748,10.168032392826,10.3513865749704,9.83089685991604,10.1256975751572,10.0080926395423,10.2378602833296,10.3331604976912,10.2401156868911,9.92844187981915,10.3174374272834,10.2430627432375,10.124396786966,9.85021291086148,10.235294396665,10.3760246080895,10.0610326163991,10.2283177933181,10.3035997051364,10.1766343720531,9.89411575249604,9.82931831831121
WBGene00000506,H14E04.5,cic-1,H14E04.5,cic-1,8.24882411696076,8.15331984309838,8.22166079710779,8.06022561639983,7.89340541572026,8.30241064134925,7.90957486073137,7.88705962653093,8.19459349082182,8.10010003922263,8.29230251000114,7.93730814765323,8.10335428009442,8.1773714544491,8.10133382984706,7.83089935733046,7.96971590820004,8.63656058702088,8.15452727585821,8.00341104188572,8.1593086398487,8.14745118237788,8.26384801674772
WBGene00000508,F44B9.3,cit-1.2,F44B9.3,cit-1.2,9.95909949607155,9.7411964005335,9.90117266915849,9.8587462345653,9.95354960587399,10.1154717830262,9.97155393343765,9.94967817859926,9.82156930071075,9.95376786689037,9.93640715826535,9.88564172013686,9.83359562897546,10.0665347094572,10.0814015939058,9.845023225567,9.80231818126314,10.3609206074365,10.1566406136678,9.89114062914423,9.89661291878505,9.9695810511647,10.0754806508644
WBGene00000514,F22F7.5,ckb-4,F22F7.5,ckb-4,9.21311129735211,8.53590286753634,8.47669381691791,9.36094539973153,9.52851261002792,9.02402265186399,8.50076690473674,9.15234891487025,8.95279585019485,8.74383802056327,8.5382940737623,8.67621189263389,9.60154850529819,8.62482670686138,8.13599387895177,8.93802817268616,8.64481003041836,8.66087829840683,8.49093433441838,8.7231576214528,10.1362794675899,8.60472622317419,8.02895148943701
WBGene00000515,T27A10.3,ckc-1,T27A10.3,ckc-1,10.1910765797324,9.10213386918453,9.35563706053251,10.0724019526997,10.3681937441187,9.74974421802001,8.93367835896012,9.10406797391769,10.1490710839494,9.29081173664462,8.99470158225371,9.44260077065917,10.385544003506,9.19943371924417,9.08100571393433,9.08610292329516,9.58975646477707,9.24593943712615,9.47555462253968,9.46874893436136,10.4536064479443,9.63976385031719,8.92222391688338
WBGene00000516,T05A6.1,cki-1,T05A6.1,cki-1,8.46199213332579,7.57396077595169,7.77290581588719,8.61412513231502,9.76017827807713,8.34219677347123,8.52152964557086,9.21930661492609,8.87714721234325,8.31307337643416,8.3768875697394,8.12321026152157,9.35435947484499,9.36250202267859,8.66839981738108,8.94983889598132,8.60501150715302,8.47510868466444,7.99201489607167,8.1082123662603,9.06222617751342,8.07608976962807,8.55435990823596
WBGene00000519,Y47D3A.4,cku-70,Y47D3A.4,cku-70,9.98207405695537,10.102571000438,9.52168902840026,9.89883872808798,9.94784281144128,10.1497631064031,9.97516560343756,9.52183187805304,9.67192574258786,10.167954419755,9.65624536611478,9.50932932990832,9.6019253234118,10.1970340588179,10.0483856318898,9.43149343627555,9.50533032983885,10.3884959540678,9.75724494911283,9.69753599229361,9.89392704207024,10.2475464006068,10.1003465851704
WBGene00000522,C09F12.1,clc-1,C09F12.1,clc-1,10.1905526911692,10.4323774560596,9.82416899205905,10.4457211923771,10.5494158929677,11.3654879582387,10.2899183988999,10.3108987530011,10.4520733724513,11.1850072350706,10.4679641349858,9.19387493315332,10.4455087952269,11.8395261966618,10.787102635986,9.62385142018921,9.25723595218986,10.3930567462312,9.52541651150336,9.10779169060395,10.1288541292984,11.1544959232277,10.7594644743497
WBGene00000545,Y39A3CL.5,clp-4,Y39A3CL.5,clp-4,9.54925593211029,9.86419499331399,9.7851729613676,9.56434993514577,9.54814193565573,9.90994353512874,10.0488802370084,9.73117481982937,9.40597053001566,9.8934225822409,10.0646715774648,9.88572934376969,9.69271642171475,10.1206049780803,10.1442354244957,9.65943815829525,9.78941106722685,9.73760951252127,10.1927803198383,9.76505995162222,9.82867449081944,10.3959724592878,10.6036159895644
WBGene00000550,F55H2.6,clu-1,F55H2.6,clu-1,13.3888743081432,12.6883059017864,12.7012245749414,13.2404911635997,13.6385227938527,12.3995743832879,12.1105335242281,13.1200587088845,13.3998597711641,12.5118370273807,12.5794068300717,12.9593972044189,13.472861097367,12.1691776407544,12.0318351217644,13.2238522068032,12.870992845802,12.1907589651541,12.4012499463804,12.8607204116395,13.5257290578194,12.4638199249798,11.9986943404571
WBGene00000556,R09B5.3,cnc-2,R09B5.3,cnc-2,3.67087480080819,5.4884235026787,6.3187916860726,4.128547435797,3.66825976146744,4.46585508257036,5.03825746216097,3.62956320820648,3.82819579536901,4.36744148049709,5.08295872486506,4.36228300840966,3.51510374238971,3.74503718408637,4.60928513717621,4.31249693390716,3.83462132036582,4.25620653788448,6.33405618272559,4.35803527181056,3.54404177044121,4.93664648921279,5.26779149232589
WBGene00000558,R09B5.9,cnc-4,R09B5.9,cnc-4,5.26170298916362,8.15089129891774,8.87698304302087,5.86793138967866,5.46792636047655,7.35306862648538,8.25030282210505,7.41043715136947,6.22308833179848,7.73346442809201,9.11582300898056,6.02637138098999,5.96636755968424,8.24562024817061,7.85358903745917,7.00716704083538,5.79155431257236,8.00732770022453,9.07050242209158,6.05289554642967,6.2433234609639,7.12604366562158,9.63701614450562
WBGene00000562,F14H8.6,cng-1,F14H8.6,cng-1,5.27827332890115,6.28323122737004,6.52367064335873,5.42857392309108,5.83387177129155,7.44201486566556,7.114534999864,7.33891332997426,6.17497141321101,4.94233273742089,5.70341921402389,5.30152796961877,6.35239451365134,9.01575389757443,7.66747405817918,5.87294104627184,5.11390197673082,5.08890409070802,6.71851775596588,5.20932064457667,4.14887676724013,7.19550664294176,6.99811672525589
